GENE_SYMBOL,logFC,P.Value,FDR
FMO5,-1.031665,9.99e-06,0.0032971682812499995
CDC42SE1,0.8279917,1.05e-05,0.003412176923076923
SPTSSB,-1.103085,1.15e-05,0.003625589552238806
CPM,-0.8055147,1.15e-05,0.003625589552238806
SLC38A3,1.171882,1.19e-05,0.003696525
UGT2B10,1.1561767666666667,2.8977600076772675e-08,3.221546560114048e-05
SOX4,0.7661253,1.52e-05,0.004586708571428571
TGFBI,0.8305577,1.61e-05,0.00478986338028169
TBX3,0.8760187,1.84e-05,0.0053820246575342475
FAM49A,0.8233977,1.86e-05,0.0053820246575342475
CYP3A4,1.618234,8.45954996112056e-09,1.1912738255249975e-05
CFHR3,-0.8964513,1.95e-05,0.005566195945945945
CCDC129,0.932935,2.02e-05,0.005689128
GATM,-0.9264633,2.14e-05,0.0058705480519480515
FILIP1,1.1177877,2.19e-05,0.005930688461538462
HGF,-0.8078463,2.22e-05,0.005935830379746836
S1PR1,1.0050743,2.35e-05,0.006155879398867748
SULT1C2,-0.852768,2.51e-05,0.006465698780487805
HRG,1.3358267,2.89e-05,0.007267317857142857
WDR72,-0.823996,3.09e-05,0.007678831764705882
BTBD11,0.84645,3.3e-05,0.008105337209302326
TRIM9,0.7639293,3.42e-05,0.008303524137931034
ARHGEF18,0.865377,3.64e-05,0.008639069662921347
DCBLD1,0.9854663,3.74e-05,0.00877778
LHX8,0.8287097,4.12e-05,0.00956338021978022
ADH4,-1.7322713,4.25e-05,0.009757907608695654
MGAM,0.811275,5.26e-05,0.011454327835051546
CYP4A11,-0.7289073,5.58e-05,0.012027177551020408
IGF1,0.8472263,5.75e-05,0.012135370588235293
CCL15-CCL14,1.0937647,5.86e-05,0.012135370588235293
CCL15,1.0937647,5.86e-05,0.012135370588235293
CCL14,1.0937647,5.86e-05,0.012135370588235293
CCL20,0.9205107,5.98e-05,0.012263644660194174
HAO2,-1.105107,6.18e-05,0.012551936538461537
nan,0.010136606550308009,0.06540021364513884,0.7474643435980551
ANKS1A,0.925801,6.76e-05,0.013599188571428573
UGT2B4,0.879766,1.7289696858650721e-06,0.0008851542857142858
GPRC5B,0.74881,7.09e-05,0.014128497169811322
GLYATL1,1.2225253,7.48e-05,0.01436364
MEGF9,0.7808543,7.96e-05,0.015087857142857144
ANXA13,-0.910669,8e-05,0.015087857142857144
CRP,-0.969423,8.08e-05,0.015103879646017698
TINAG,0.9801833,8.38e-05,0.015527257894736843
WDR44,0.7468107,8.46e-05,0.015539180869565216
MAP7D2,-0.7112863,8.75e-05,0.015797115384615385
SLC26A2,0.774629,9.15e-05,0.01631263613445378
MERTK,0.7643087,9.19e-05,0.01631263613445378
AGXT2,-1.3172443,9.33e-05,0.016423132500000003
HMGCS2,-0.9399083,0.000103,0.017980735537190082
RASGEF1B,-0.6334327,0.000108,0.018567798387096775
SH3D19,0.721155,0.000109,0.018567798387096775
CA9,-0.6392063,0.000109,0.018567798387096775
CSRP1,0.6990233,0.000111,0.018757224
GLDC,0.6195813,0.000113,0.018943642857142857
SERINC2,0.509721,2.5927209087353274e-05,0.006598318524724857
LINC01356,-0.746043,0.000126,0.020631767441860467
P2RY2,0.6148833,0.00013,0.021123
ID2,-0.8492837,0.000134,0.02160673282442748
PSG4,-0.6583547666666667,1.7967254034557025e-08,2.2738288235294117e-05
KMO,-1.0324167,0.000136,0.02176309090909091
ANXA1,0.6208533,0.000144,0.022202277372262772
TP53BP2,0.715679,0.000144,0.022202277372262772
VNN1,-1.0682247,0.000144,0.022202277372262772
PCDHB7,0.6502647,0.000144,0.022202277372262772
VSIG1,-0.8946463,0.000144,0.022202277372262772
RORA,0.6155813,0.000146,0.022347521739130436
ITGB6,0.8289973,4.347085306990208e-07,0.0003248571724137931
DNAJB5,0.622517,0.000156,0.02370638848920863
TSKU,0.8350893,0.000161,0.024268978723404257
HHLA2,1.103074,0.000162,0.024268978723404257
FNDC5,0.6127463,0.000164,0.024395577464788733
GLP2R,0.6448377,0.000168,0.024790187499999998
SLC9A9,0.766699,0.000169,0.024790187499999998
RAET1L,0.8271717,0.000171,0.024910572413793103
INHBC,-0.684576,0.000177,0.025608020547945205
UBD,0.57192,7.645977520910384e-07,0.00046144566621197155
PSD3,0.7143261999999999,4.520312583832831e-06,0.0019096512541660177
ZYX,0.7411913,0.000184,0.026439673469387755
RAP1GAP,-0.7399997,0.000187,0.02662861617209592
NEDD4L,0.6460167,0.000188,0.02662861617209592
FAM83G,0.8939687,0.000193,0.02699827152317881
NR5A2,-0.697995,0.0002,0.027611764705882356
RPL23AP32,-0.662233,0.000207,0.028392603896103895
GLYAT,-1.1203593,0.000213,0.028976423076923077
AGR2,-0.81904,0.000214,0.028976423076923077
GBA3,-1.0324807,0.000223,0.030002732484076436
CYP4F22,-0.599221,0.000226,0.030213911392405063
ARNT,0.60594,0.000232,0.030820981132075473
PDK4,-0.7604923,0.000242,0.03155570121951219
PAPSS2,-0.6969383,0.000244,0.03155570121951219
PPARGC1A,-0.6308357,0.000244,0.03155570121951219
SIPA1L2,-0.6766717,0.000244,0.03155570121951219
LOC441233,1.3128593,0.000245,0.03155570121951219
FRK,-0.6694067,0.000267,0.03377150299401197
FAM46C,-0.591251,0.000289,0.03624656804733728
TMPRSS2,0.5882537,0.00029,0.03624656804733728
LOC285847,0.2646785,0.0016324379691321372,0.11283947882736156
FKBP5,0.1568201,0.005172964467662696,0.22554332648870634
LRRC31,0.6790627,0.000298,0.03687367630057804
CGNL1,0.6460977,0.000299,0.03687367630057804
SHROOM3,0.7819977,0.000301,0.03687367630057804
PGM2,0.5907683,0.000302,0.03687367630057804
LINC01547,0.33841350000000003,0.0010489601839559128,0.08489343281877682
ORMDL3,0.724246,0.000331,0.04018225862068966
KIF4A,-0.5969065,0.00011770878703788124,0.01943674675905124
ABHD2,0.5390983,0.000344,0.04152178285714286
FLRT2,-0.5912213,0.000358,0.04272335593220338
TNFRSF9,0.613379,0.000358,0.04272335593220338
KNG1,1.03633,0.000369,0.043654200000000004
LIPG,0.6389477,0.000372,0.043654200000000004
PAQR5,0.69203,0.000379,0.04422992817679557
RPS6KA5,-0.6167843,0.000384,0.04456720879120879
RNF128,-0.522096,0.000401,0.04628591803278689
ALDH8A1,-0.7617593,0.000404,0.04637876086956522
GCLC,0.616586,0.000408,0.04658477837837838
WWC1,0.5456317,0.000422,0.04760625921214049
PLA2G1B,-0.7049033,0.000422,0.04760625921214049
PRKG2,-0.692799,0.000425,0.04760625921214049
DPYSL3,0.5952627,0.000428,0.04760625921214049
RAB27B,-0.5921297,0.000439,0.048296859374999994
LHFPL2,0.5879103,0.000447,0.04874538461538462
STK38L,0.5738723,0.000449,0.04874538461538462
KIAA1161,0.5849033,0.00045,0.04874538461538462
ENAH,0.537852,0.000456,0.04907363636363637
GPR88,-0.5281487,0.000459,0.04907363636363637
PORCN,0.6394963,0.00046,0.04907363636363637
NAT8,0.905413,0.000467,0.049287000000000004
EPHX2,-0.6621317,0.000469,0.049287000000000004
RTP3,0.821561,0.000469,0.049287000000000004
DHODH,-0.6697787,0.000485,0.05071611386138614
SELENBP1,0.9511347,0.00049,0.05098655172413793
HOOK1,-0.5150147,0.000497,0.05146142647058824
TNFRSF1B,0.687595,0.0005,0.05151951219512195
PSG10P,-0.5900241500000001,6.944668746632459e-06,0.0025291765161227146
PSG8,-0.5900241500000001,6.944668746632459e-06,0.0025291765161227146
PSG11,-0.4364647666666667,2.0720168020539713e-05,0.005758843540761321
PSG9,-0.3983050000000001,4.959867120833847e-05,0.01102813402035509
PSG7,-0.5900241500000001,6.944668746632459e-06,0.0025291765161227146
PSG6,-0.3404824333333334,2.3605843455394008e-05,0.006155879398867748
PSG5,-0.5900241500000001,6.944668746632459e-06,0.0025291765161227146
PSG3,-0.5842197666666668,1.210641687795211e-06,0.0006729574834552169
PSG2,-0.3966714333333334,5.185803842005683e-05,0.01141038901611313
PSG1,-0.5027933333333334,6.395283557680113e-06,0.0025073783333333334
PI4KB,0.5577947,0.000522,0.05326669565217391
HAL,-0.7532317,0.000534,0.05391394285714286
TMCC3,0.7713337,0.000536,0.05391394285714286
SLC25A30,-0.5634033,0.000555,0.05556049763033175
VSNL1,-0.8447547,0.000558,0.055597330188679246
SIPA1L3,0.6580437,0.000579,0.057179469767441864
CASD1,0.5938747,0.000582,0.057179469767441864
MED20,0.547488,0.000601,0.05850194930875576
C4BPA,-0.7999607,0.000605,0.05862116972477063
BDH1,-0.705976,0.000608,0.058642849315068496
INSC,0.6360837,0.000616,0.0591444
GYS2,0.753933,0.000629,0.060119307692307694
FHL1,0.6245177,0.00064,0.060895135135135135
SULT1E1,-0.960461,0.000664,0.06233632
IFT52,0.8198337,0.000673,0.06235435807860261
VEPH1,0.5163293,0.000676,0.06235435807860261
TTPA,-0.5679173,0.000676,0.06235435807860261
RFPL4A,0.47066585000000005,1.3773682975933366e-05,0.004216543557980297
KRT222,0.8554587,0.000684,0.0628179652173913
CHST11,-0.5683223,0.000691,0.06318611688311689
SESN3,0.5013453,0.000711,0.06473471120689656
SLC35F6,0.14043250000000002,0.000660927400434238,0.06232486374719826
GSTA3,-0.5160247,0.000771,0.06935215775716437
KIF20A,-0.6256547,0.000778,0.0696342966101695
RASSF4,0.61304,0.00079,0.07041
PCDHB8,0.5194377,0.000798,0.07067403750000001
DIXDC1,0.603643,0.0008,0.07067403750000001
C4BPB,-0.9675103,0.000803,0.07067403750000001
DNER,0.4956897,0.000809,0.07070095041322313
MATN2,0.7561363,0.00081,0.07070095041322313
SHB,0.5649113,0.000852,0.0740608888888889
JUN,0.6417493,0.000869,0.07492198775510203
IGSF9B,0.31840565,0.004783695472482621,0.2170975
AKR7L,-0.71329,0.000905,0.07765054251012146
GPD1,-0.764728,0.000908,0.07765054251012146
SLC7A9,-0.480041,0.000925,0.07878538306451613
HAVCR1,-0.7626253,0.000929,0.07880830120481928
ADGRG2,0.542563,0.000941,0.079506972
TUBE1,0.5178623,0.000949,0.07986345418326693
FAM134C,0.568775,0.000956,0.08013328571428571
FUNDC2,-0.5285033,0.000961,0.08023400395256917
GATA6,0.5291403,0.00101,0.08301256809338523
APBA1,0.669386,0.00101,0.08301256809338523
LRRC8A,0.4683297,0.00101,0.08301256809338523
CCDC66,-0.5409463,0.00104,0.084492
EHD4,0.680518,0.00104,0.084492
CDH1,-0.615268,0.00104,0.084492
PPP2CB,0.7345703,0.00111,0.08949057251908399
AUTS2,0.5079693,0.00112,0.08995346007604561
SPX,0.6476393,0.00115,0.09201306818181818
SLC20A2,0.527397,0.00117,0.09326003773584907
TAT,0.745311,0.00125,0.0963640510948905
MAP2,0.5948823,0.00125,0.0963640510948905
CPS1,-0.7965493,0.00125,0.0963640510948905
AURKA,-0.4587507,0.00125,0.0963640510948905
KIAA0825,0.2705694666666667,0.011099983226218548,0.3763487961476726
IYD,-0.713314,0.00127,0.0970397043109689
ZNF488,0.6160623,0.00127,0.0970397043109689
AQP3,-0.5611897,0.00128,0.09725697841726619
TMBIM1,0.4620933,0.00131,0.09917967741935484
LANCL2,0.5265103,0.00135,0.10086415224913493
ALKBH8,0.456909,0.00135,0.10086415224913493
RAPGEF4,-0.526623,0.00136,0.10086415224913493
NPR1,-0.6574327,0.00137,0.10086415224913493
PMEPA1,0.7025467,0.00137,0.10086415224913493
TUBA4A,0.4394903,0.00138,0.10086415224913493
DAPK2,0.45748,0.00138,0.10086415224913493
RBMY1J,-0.1044017888888889,0.25658208532588883,0.9559096671949286
RBMY1E,-0.1044017888888889,0.25658208532588883,0.9559096671949286
RBMY1D,-0.1044017888888889,0.25658208532588883,0.9559096671949286
RBMY1B,-0.1044017888888889,0.25658208532588883,0.9559096671949286
RBMY1F,-0.1044017888888889,0.25658208532588883,0.9559096671949286
RBMY2EP,-0.5107163,0.0014,0.10197310344827586
RBMY1A1,-0.1044017888888889,0.25658208532588883,0.9559096671949286
ATRX,0.29947885,0.008674421500342002,0.32033182753797923
SERPINA7,-0.9013547,0.00144,0.10452618556701032
CYP4F3,0.4642743,0.00145,0.10453361774744026
LOC101929773,0.8271073,0.00145,0.10453361774744026
UGT2B28,0.35316379999999997,0.004956425196491227,0.22120181467074518
UGT2B11,0.695442,8.685331717025558e-05,0.015797115384615385
UGT2B17,0.51771272,7.70553356561441e-08,7.398362977566963e-05
UGT2B7,0.4754839,0.0005138982832592474,0.05269453124895671
SMIM14,-0.450317,0.00147,0.10561499999999999
PIK3C2G,-0.5654957,0.00148,0.10561499999999999
TDO2,-0.7391583,0.00148,0.10561499999999999
AFM,-0.7970003,0.0015,0.10596822742474916
ITGBL1,0.4726017,0.0015,0.10596822742474916
ICAM1,0.6181713,0.0015,0.10596822742474916
NAT8B,0.541283,0.00154,0.10771331125827814
C10orf10,0.5171523,0.00154,0.10771331125827814
C19orf12,0.4459743,0.00154,0.10771331125827814
ALG1L,0.4977777,0.00156,0.1087520792079208
UGT2B15,0.5347077666666666,2.108527873161019e-06,0.0009897429836617823
IL1R1,0.4984993,0.00162,0.11256335526315789
SNORA50A,0.5337703,0.00164,0.11283947882736156
ETNPPL,-0.6746703,0.00164,0.11283947882736156
ABAT,-0.519344,0.00165,0.11315892857142856
RPSAP58,0.07164046666666668,0.02801353830834543,0.5841361990988949
ADGRG1,0.5567727,0.00166,0.11347631067961166
SLC5A12,-0.7373077,0.00167,0.11379164516129033
KIAA1324,0.4524,0.00168,0.11410495176848874
PGLYRP2,-0.7318193,0.00171,0.11577028846153846
MID1IP1,-0.4985957,0.00173,0.1161765
TRIM61,-0.7116247,0.00173,0.1161765
POR,0.5529607,0.00175,0.1161765
CCDC102B,-0.433143,0.00175,0.1161765
PNRC1,0.4849333,0.00175,0.1161765
RNF43,-0.4431237,0.00176,0.1161765
EXT1,0.4858177,0.00176,0.1161765
RAB23,0.4761907,0.00179,0.11778869158878505
HLF,0.525386,0.0018,0.11807888198757763
EEPD1,0.643176,4.696184749246562e-05,0.010666398974014531
LGR4,-0.4455203,0.00191,0.12452138888888889
TMEM47,0.469853,0.00191,0.12452138888888889
PVR,0.4511737,0.00193,0.1250533435582822
RARA,0.5007173,0.00193,0.1250533435582822
BCOR,0.132448175,0.1014479932975036,0.8156257043443075
C11orf49,0.5297407,0.00196,0.12660880733944954
FLVCR2,0.4557027,0.00198,0.12751079268292684
CDH2,0.5094013,0.00203,0.12993845454545455
HSPA12A,0.697525,0.00204,0.13018404833836858
MIR31HG,0.4545797,0.00205,0.13042816265060242
ARRDC3,-0.594526,0.00207,0.13091200598802394
EPHA1,0.5054673,0.00207,0.13091200598802394
KRTAP10-7,0.2969245,0.006006661213983544,0.24746438596491227
SPOCK3,-0.4384217,0.00218,0.1374571343283582
PKHD1,-0.553231,0.0022,0.13830535714285716
CMTR1,0.465099,0.00221,0.13852175074183976
AHR,-0.4446097,0.0023,0.14234495250486956
RCAN2,0.5316537,0.00231,0.14234495250486956
CXCL13,-0.4946467,0.00231,0.14234495250486956
SLC22A9,-0.487369,0.00232,0.14234495250486956
RDX,0.425793,0.00232,0.14234495250486956
DPY19L2P4,-0.6440677,0.00239,0.14548694524495678
MIGA1,0.38190330000000006,0.0011839688252072362,0.09401869734906937
FAM20A,-0.5173483,0.00253,0.15356663793103448
SGCE,0.514527,0.00257,0.15554759312320918
ALPL,-0.570288,0.00258,0.1557066857142857
CTPS2,0.4229817,0.00259,0.15586487179487177
GSTA5,-0.4172637,0.00262,0.15633406779661016
ADD3,-0.423163,0.00262,0.15633406779661016
PKIB,-0.5388243,0.00262,0.15633406779661016
CD44,0.4775813,0.00263,0.1564887042253521
APOL3,0.471639,0.00266,0.15782915730337077
SNORD4A,-0.4809327,0.00267,0.15797873949579833
WLS,0.4295067,0.0027,0.15930754189944135
DFNA5,0.4508493,0.00279,0.1641592479108635
CDK5RAP2,0.431096,0.00284,0.166637
NRG4,-0.465679,0.00287,0.16700553719008265
SERPINF2,-0.642321,0.00287,0.16700553719008265
MAP3K13,0.565583,0.0029,0.16812586556672401
LRG1,-0.6388627,0.00291,0.16812586556672401
ADH1C,-0.8679077,0.00297,0.1705868292682927
C8A,-0.699158,0.00298,0.1705868292682927
PON1,-0.598709,0.00298,0.1705868292682927
LMCD1,0.383268,0.00299,0.17069667567567567
PTGFR,0.404532,0.00301,0.17137528301886795
CCNB1,-0.4751457,0.00305,0.1731858870967742
CCL2,0.5072763,0.00011778173484630776,0.01943674675905124
GBP1P1,0.4695783,0.00307,0.17338933155080213
GBP3,0.18374315,0.00927300882006723,0.33540028305869884
GBP1,0.4695783,0.00307,0.17338933155080213
RAB8B,0.3903187,0.00309,0.17405352
CPN1,-0.651182,0.0031,0.17415239361702126
MARS2,-0.3895017,0.00311,0.17425074270557028
XKR3,0.6486507,0.00316,0.17658380952380953
VIL1,0.435262,0.00319,0.17778989445910293
ZNF362,0.4027453,0.00322,0.1785246182106769
DPYD,-0.4437907,0.00324,0.17869065274151436
FBXO4,0.440122,0.00325,0.17877539062499997
KRT73,-0.422953,0.00327,0.17940833766233766
ACSF2,-0.4192463,0.0033,0.18019878865979383
ITGB5,0.3931637,0.00331,0.18019878865979383
IL17RB,-0.4586053,0.00331,0.18019878865979383
ADH6,-0.6249193,0.00334,0.18136457583547558
MLLT11,0.4838503,0.00336,0.1815173401534527
ABCG5,0.446167,0.00336,0.1815173401534527
KLB,-0.4111383,0.00337,0.18159313775510202
UNC5CL,0.6330777,0.00338,0.18166854961832063
CDKN3,-0.5025013,0.0034,0.18227969543147207
SGO1,-0.4899923,0.00344,0.18303052896725439
TGM2,0.4361953,0.00344,0.18303052896725439
FBLN1,-0.4328663,0.00344,0.18303052896725439
PPP1R3B,0.415823,0.00351,0.18554694789081885
TNFAIP8,0.491762,0.00351,0.18554694789081885
MSC,0.4406077,0.00353,0.18554694789081885
DAO,0.6379553,0.00354,0.18554694789081885
NT5E,-0.4391873,0.00354,0.18554694789081885
CITED4,0.487834,0.00354,0.18554694789081885
SULF1,-0.4231287,0.00357,0.18665621287128714
DEPDC1,-0.4835227,0.00359,0.18723844444444443
NKX2-6,-0.3969583,0.00366,0.18995130221130221
PLA2G4C,0.4356667,0.00368,0.19005535452322742
ACMSD,-0.750426,0.00368,0.19005535452322742
UGP2,0.503621,0.00369,0.190107
VASN,0.5598127,0.0037,0.19015839416058394
TROAP,-0.461225,0.00371,0.19020953883495148
SLC22A1,-0.4990873,0.00374,0.1903614939759036
FCGR2C,0.5151737,0.00374,0.1903614939759036
FCGR2B,0.4467732,0.004535740726856437,0.21056802499645827
EFCC1,-0.3885853,0.00375,0.19041165865384616
SH3TC1,0.478551,0.00376,0.19046158273381292
HSD17B6,-1.0010343,0.00377,0.19051126794258375
ELL2,-0.4480695,0.0001959064291418565,0.027224549360285753
C1QTNF1,-0.493059,0.00379,0.19065890736342042
CEACAM1,-0.442097,0.0038,0.19065890736342042
BCL2L1,0.4419177,0.00381,0.190707654028436
SLC38A4,-0.4367003,0.00396,0.19572688073394495
LRP2BP,0.5795633,0.00397,0.19572688073394495
SNORA14A,0.5187253,0.00398,0.19572688073394495
SPIN1,0.385618,0.00399,0.19572688073394495
MPZL2,-0.4619697,0.004,0.19572688073394495
CPN2,-0.4266203,0.00401,0.19572688073394495
ETV1,-0.4404667,0.00402,0.19572688073394495
CCDC189,-0.4680833,0.00403,0.19572688073394495
RNF111,0.4156437,0.00403,0.19572688073394495
TK2,0.3971987,0.00404,0.19572688073394495
ITGA2,0.4880307,0.00404,0.19572688073394495
SNORA75,0.3741763,0.00406,0.19624572082379865
DBF4,-0.4160623,0.00408,0.19676219178082194
SLC3A1,-0.4961467,0.00409,0.19679514806378134
SIX4,-0.4206557,0.0041,0.19682795454545457
CCDC85C,0.37532535,0.0028557849116661012,0.16700553719008265
GUCY1A3,-0.384133,0.0042,0.20082268267743714
PTK2B,0.3931187,0.00422,0.20082268267743714
LY75-CD302,-0.19445185,0.0273261689933535,0.5806948366666057
CD302,-0.3890187,0.00423,0.20082268267743714
ASNS,1.1192383,0.00423,0.20082268267743714
LINC00680-GUSBP4,0.38463929,1.6013997729602944e-10,3.38263674042403e-07
LOC100133050,0.38463929,1.6013997729602944e-10,3.38263674042403e-07
GUSBP9,0.38463929,1.6013997729602944e-10,3.38263674042403e-07
GUSBP1,0.3494286142857143,3.959751691471183e-12,1.3940305829824297e-08
GUSBP3,0.3640997291666667,1.3501260473564999e-20,9.506237499437115e-17
GUSBP2,0.3494286142857143,3.959751691471183e-12,1.3940305829824297e-08
SMA5,0.3640997291666667,1.3501260473564999e-20,9.506237499437115e-17
SMA4,0.3494286142857143,3.319745441920015e-22,7.012298296967648e-18
PLA2G12B,-0.5027703,0.0043,0.20274308035714286
PARP9,-0.4222287,0.00431,0.20276198218262803
NFKBIZ,-0.4109247,0.00435,0.204189
PRR11,-0.4562667,0.0044,0.20607804878048783
EVI2B,-0.4559293,0.00441,0.20608944690265485
TMEM164,0.457909,0.00447,0.20843225165562915
PDE11A,-0.4484727,0.00451,0.20983420704845815
AADAC,0.6754337,0.00458,0.21169120087336243
TUBA4B,0.5018937,0.00459,0.21169120087336243
SUPT20HL1,0.6702683,0.0002508974700666109,0.03192594735070495
SUPT20HL2,0.6702683,0.0002508974700666109,0.03192594735070495
ZXDB,0.4317297,0.00464,0.21353098039215687
FAM13A,-0.3707743,0.00469,0.2153448701298701
BAG1,-0.5968693,0.00471,0.2153448701298701
FREM2,-0.4314447,0.00471,0.2153448701298701
ARL14,-0.4375833,0.00474,0.2157823706896552
CACUL1,0.4362937,0.00474,0.2157823706896552
PRG4,-0.401887,0.00479,0.2170975
OR10G3,-0.4463447,0.0048,0.2170975
PELI1,-0.5518783,0.00481,0.2170975
RASGRP3,-0.464802,0.00484,0.2175219574468085
RDH16,-0.682,0.00484,0.2175219574468085
SLC39A14,-0.4555987,0.00492,0.22064789808917196
RPL13AP3,-0.15890834999999998,0.01676328206546068,0.46286380008983785
OSGIN1,0.4727947,0.00496,0.22120181467074518
MOP-1,-0.6364607,0.00503,0.22368145263157896
LOC653080,0.3313962857142857,1.19905646675904e-06,0.0006729574834552169
GUSBP11,0.3209627875,4.324266903761632e-07,0.0003248571724137931
GUSB,0.28568383750000004,3.8724951822679075e-06,0.0016693615456131634
TMEM232,0.4112107,0.00506,0.22454281512605043
ACSM3,-0.8211593,0.00511,0.22516334630570803
F11,-0.443229,0.00512,0.22516334630570803
SLC23A3,0.4047817,0.00519,0.22554332648870634
ATP1A3,-0.3906817,0.0052,0.22554332648870634
KHK,-0.6386723,0.0052,0.22554332648870634
REP15,0.584739,0.00522,0.22594684426229505
PSTPIP2,0.420894,0.00526,0.22721263803680983
CFHR4,-0.6850983,0.00528,0.22761110204081633
KRTAP9-1,0.37896735000000004,0.019623948905281498,0.49347222943602514
OR5T2,-0.5255083,0.00536,0.22915254545454544
SLC22A10,-0.508637,0.00536,0.22915254545454544
CYTH2,0.40601335000000005,0.0006498862236515693,0.06155850539099596
RGN,-0.48085,0.00537,0.22915254545454544
ASB16,-0.420353,0.00537,0.22915254545454544
AKR1C2,0.3885567,0.0054,0.22993044265593562
ZNF526,-0.3768067,0.00541,0.22993044265593562
NDRG2,-0.13243100000000002,0.01483224438595947,0.435059043647556
SNORA56,-0.378313,0.00545,0.23116536144578312
DKC1,-0.10503689999999999,0.052796403968486984,0.7090144035532995
ACKR2,0.462762,0.00556,0.23488776
MAP3K5,-0.3847057,0.00562,0.23694862275449102
LRIG3,-0.11131796666666667,3.4988874093160094e-05,0.008398522584884327
AJUBA,0.3687933,0.00565,0.23773894422310757
SNORD94,0.4620043,0.00568,0.23789938285268047
RBMS3,0.4016907,0.00569,0.23789938285268047
TAS1R2,0.4704413,0.00569,0.23789938285268047
DNAJB2,0.4541,0.00579,0.2412271597633136
DNHD1,-0.05953007500000001,0.02204917439916875,0.5203851517694319
PHYHIPL,-0.3522167,0.00582,0.2419997244094488
MEIS2,-0.4196817,0.00586,0.2431842436149312
NAPSA,-0.472704,0.00592,0.24519247058823526
SLC22A3,-0.4590387,0.006,0.24746438596491227
GPM6A,-0.4776363,0.00601,0.24746438596491227
NXPH4,-0.3882193,0.00606,0.2485541359223301
GPX2,0.480463,0.00612,0.2500440232108317
OR5P2,0.3557073,0.00615,0.2503014450867052
CCDC153,-0.3749813,0.00615,0.2503014450867052
SYPL1,0.3816867,0.00619,0.2514449423076923
AGFG1,0.3751793,0.00622,0.2521786180422265
AKAP13,0.473057,0.00633,0.2551690648854962
PDE8B,-0.4091683,0.00633,0.2551690648854962
APEX2,0.397866,0.00646,0.2599134857142857
SGK223,0.3528963,0.00653,0.26173280834914614
SEC22C,0.3609907,0.00666,0.26633347826086956
KDM3A,0.337421,0.00667,0.26633347826086956
ADGRG6,-0.6330063,0.00683,0.2706755909943715
ZNF702P,-0.5345283,0.00683,0.2706755909943715
LOC102725117,0.39195085,0.0013768383658175356,0.10086415224913493
ARHGEF34P,0.34169135,0.0006680396670968664,0.06235435807860261
ARHGEF35,0.39195085,0.0013768383658175356,0.10086415224913493
ARHGEF5,0.39195085,0.0013768383658175356,0.10086415224913493
SMURF2,0.4103233,0.00698,0.2761021348314607
CENPL,-0.3377313,0.00704,0.27795499065420565
PLCXD1,-0.39340135,0.0007392165305776516,0.06701489603172418
ZNF684,-0.3795683,0.00709,0.27940684701492535
HOXB8,0.3648853,0.00718,0.2819017472118959
UPB1,-0.374057,0.00723,0.2833382003710575
CHSY3,-0.5347223,0.00728,0.2847693333333333
LRRC1,0.3522813,0.0073,0.28502384473197784
LOC645261,0.4321607,0.00732,0.28527741697416975
PLEKHG1,0.461129,0.0005819677786254821,0.057179469767441864
