GENE_SYMBOL,logFC,P.Value,FDR
CREB3L3,1.1284837,6.95e-06,0.0010794474264705883
AOC3,0.6758338500000001,5.235061586243769e-05,0.0043707591259378314
WWC1,0.8542717,7.38e-06,0.0011296213043478262
CGNL1,0.9048197,7.62e-06,0.0011579658992805755
FMO5,-1.0885357,7.98e-06,0.0011943867484633338
LBP,1.0440467,8.17e-06,0.0012068175524475523
GPX2,1.0749747,8.5e-06,0.0012468437500000001
SLC22A3,-0.8411057,8.71e-06,0.0012688367586206897
CMBL,-0.850709,9.19e-06,0.0013248575510204082
FAM49A,0.8798957,9.22e-06,0.0013248575510204082
LHFPL2,0.934922,9.36e-06,0.001335887027027027
KCNJ16,-0.9230607,9.46e-06,0.0013391337871895153
IL1R1,0.843872,1e-05,0.0013988741721854307
STC1,-1.2049037,1.03e-05,0.0014162484504372892
CENPK,0.8798323,1.06e-05,0.0014445406451612903
ARRDC4,0.9934913,1.11e-05,0.001474624528301887
AKR1C6P,-1.1003393,1.14e-05,0.00150501375
CP,0.8169967,1.16e-05,0.0015125111111111112
PPP2R1B,0.8837383,1.16e-05,0.0015125111111111112
MT1X,1.1934827,1.2e-05,0.0015550674846625766
SPOCK3,-0.8325583,1.23e-05,0.001584225
PDE5A,-0.8250867,1.33e-05,0.001702641818181818
TNFAIP3,1.0778667,1.34e-05,0.0017051096385542167
SLC22A1,-1.0492473,1.35e-05,0.0017075479041916166
HPD,-0.8061433,1.44e-05,0.0017787789473684209
ETV1,-1.039629,1.47e-05,0.0017948445086705205
GSTA1,-1.0427807,1.52e-05,0.0018346834285714285
FAM13A,-0.787893,1.52e-05,0.0018346834285714285
SLC28A1,-0.8046097,1.53e-05,0.0018362607954545455
IYD,-1.1768733,1.6e-05,0.001898696629213483
CXCL8,1.1209873,1.69e-05,0.001994294413407821
NDRG1,-0.857463,1.76e-05,0.0020426637362637363
PON1,-1.28127,1.77e-05,0.002043044262295082
ABAT,-0.9922587,1.79e-05,0.0020549005434782612
SHB,0.8135943,1.82e-05,0.002078046486486486
DGAT2,-0.883348,1.87e-05,0.0021010643617021276
PSTPIP2,1.0454173,1.87e-05,0.0021010643617021276
ID2,-1.1096137,1.88e-05,0.0021011238095238094
CHI3L2,1.6299233,1.93e-05,0.002145652105263158
CXCL1,0.829767,1.99e-05,0.002155629230769231
TP53BP2,0.8910157,2.19e-05,0.0023481913705583756
PKLR,-0.9451877,2.27e-05,0.0024201226130653266
FLRT2,-0.748305,2.28e-05,0.0024201226130653266
ITGA2,0.855341,2.3e-05,0.0024291449999999997
MLLT11,0.897921,2.37e-05,0.0024906223880597016
SPAG5,0.31356534999999996,4.883602290541507e-05,0.00412625324732433
PCDHB16,0.7683413,2.43e-05,0.002536830882352941
SLC9A9,0.994348,2.45e-05,0.002536830882352941
CPM,-0.7228503,2.45e-05,0.002536830882352941
MT2A,0.9705777666666666,1.8440890846858318e-11,3.2460578113182355e-08
DNAJB5,0.7676133,2.54e-05,0.0026171912195121954
CDH1,-0.9867407,2.59e-05,0.0026531304347826084
C10orf10,0.9472157,2.6e-05,0.0026531304347826084
XKR3,1.674668,2.73e-05,0.002759128708133971
RNF128,-0.79647,2.85e-05,0.00285310663507109
IL4R,1.002343,2.93e-05,0.0029193580188679245
AHR,-0.7316123,3.07e-05,0.003044488732394366
NEB,-0.703951,3.12e-05,0.003079614953271028
GALM,-0.9032623,3.2e-05,0.003143888372093023
THBS1,-0.7572267,3.27e-05,0.003183051152073733
TNFAIP2,1.0408223,3.27e-05,0.003183051152073733
MT1A,0.8663427,3.3e-05,0.003197518348623853
UGT2B10,0.8013210000000001,1.4579504256129386e-05,0.0017904817930361689
BFSP1,-0.8462413,3.36e-05,0.00324078904109589
CTGF,-0.9230003,3.42e-05,0.0032783660633484164
IGF1,1.3205047,3.43e-05,0.0032783660633484164
PAPSS2,-0.778629,3.46e-05,0.0032806075221238937
PFKFB1,1.5185487,3.5e-05,0.0032806075221238937
CCL15-CCL14,1.157776,3.51e-05,0.0032806075221238937
CCL15,1.157776,3.51e-05,0.0032806075221238937
CCL14,1.157776,3.51e-05,0.0032806075221238937
UPB1,-0.707429,3.54e-05,0.0032940713656387666
KLKB1,-1.1993617,3.72e-05,0.0034463842105263163
VNN3,1.0426683,3.78e-05,0.0034866786026200866
SKA1,1.143403,3.85e-05,0.0035235349137931037
DDC,-1.1685063,3.86e-05,0.0035235349137931037
SLC35F6,0.60620535,1.3742280476573e-05,0.0017278463720634017
TRIM9,0.823675,3.87e-05,0.0035235349137931037
PCDHB8,0.8466467,3.95e-05,0.003580937768240343
SERPINB7,-0.9185103,4e-05,0.003610769230769231
METTL7B,-0.957927,4.08e-05,0.00366597520661157
MT1E,0.887668,4.1e-05,0.00366597520661157
DTX4,0.710211,4.13e-05,0.00366597520661157
PPARGC1A,-0.7242367,4.16e-05,0.00366597520661157
ADCY8,-0.9893303,4.2e-05,0.00366597520661157
SMIM14,-0.785119,4.28e-05,0.0037204296296296296
ADH4,-1.8781073,4.33e-05,0.0037484668032786886
RCAN2,0.8073177,4.67e-05,0.004009935365853658
KMO,-1.153975,4.74e-05,0.0040457358870967745
HAL,-0.7187677,4.75e-05,0.0040457358870967745
PAQR5,0.7476477,4.83e-05,0.004097353012048193
CFB,0.97465,1.8578153214602582e-10,2.452664564700315e-07
FNIP2,0.8149537,4.99e-05,0.004199353386454183
PRKG2,-0.9742177,5.1e-05,0.004274892857142857
PLA2G1B,-0.82418,5.29e-05,0.004399238976377953
PVR,0.6928377,5.46e-05,0.004522807058823529
AURKB,0.7943117,5.61e-05,0.004628907421875
CALML4,-0.822824,5.64e-05,0.004635553307392996
CPED1,-0.7861463,5.91e-05,0.004838640697674419
HLA-DPA1,0.9185820333333333,1.0087300480476225e-10,1.521957486064995e-07
PDZK1P1,-1.251553,6e-05,0.004874538461538461
PDZK1,-1.251553,6e-05,0.004874538461538461
ARG1,-1.4969163,6.04e-05,0.00488823448275862
ETS2,0.7072107,6.25e-05,0.00501972433460076
NPHP3-ACAD11,-0.5304025,0.00016918010556926178,0.009982098798713734
ACAD11,-0.9322577,6.34e-05,0.005072720454545454
GULP1,-0.9796443,6.39e-05,0.005093432830188679
LRIG3,-0.3208708,4.100142459524583e-09,2.624463914319326e-06
MGAM,0.8824277,6.54e-05,0.0051904472118959105
OCLN,-0.6509843,6.6e-05,0.0051904472118959105
LOC647859,-0.6509843,6.6e-05,0.0051904472118959105
HIST1H2AB,0.93005,6.61e-05,0.0051904472118959105
CCDC80,-0.6387057,6.71e-05,0.005214982417582417
GSTA2,-1.1062937,6.73e-05,0.005214982417582417
MAP7D2,-0.745052,6.73e-05,0.005214982417582417
RAPGEF4,-0.7593757,6.74e-05,0.005214982417582417
MARC2,-0.7444957,9.232654062149052e-08,3.679648146316499e-05
ACSL1,0.6389233,6.93e-05,0.00534242299270073
RAB23,0.6622273,7.24e-05,0.005561109818181818
SLC26A2,0.6676657,7.38e-05,0.005627716245487365
CXCL10,1.041054,7.48e-05,0.0056834546762589925
nan,-0.0037974697535934285,0.12870317886130547,0.5842339193825042
MED20,0.6748993,7.66e-05,0.005793737142857143
CHDH,-0.625461,7.68e-05,0.005793737142857143
CDCA5,0.7479283,7.72e-05,0.0058031871886121
SOD2,0.64683,8.02e-05,0.005938074125874126
LIPG,0.7713513,8.04e-05,0.005938074125874126
GPR88,-0.7683973,8.3e-05,0.0061087421602787455
PLGLA,-0.8538161,5.360500929371443e-10,5.146811869596045e-07
LPAL2,-0.6372897666666667,5.080401085111656e-07,0.0001412017264747546
PLGLB1,-0.8538161,5.360500929371443e-10,5.146811869596045e-07
PLGLB2,-0.8538161,5.360500929371443e-10,5.146811869596045e-07
PLG,-0.7121347499999999,3.123958637442061e-10,3.4730199104572974e-07
UBD,0.5939663500000001,1.967847272852629e-07,6.494818428822825e-05
MATN2,1.1007747,8.53e-05,0.006191724742268041
SLC10A1,-0.9188447,8.53e-05,0.006191724742268041
ODF2L,0.9006313,8.62e-05,0.0062356253424657535
SLC25A30,-0.718024,8.84e-05,0.006372946075085323
BAMBI,-0.9120203,8.95e-05,0.006430301020408162
DCBLD1,0.9172737,9.01e-05,0.006436806081081081
CDK1,0.6479927,9.02e-05,0.006436806081081081
KNG1,1.3206267,9.06e-05,0.006443581818181819
INHBC,-0.928029,9.14e-05,0.006478665100671141
AKR7L,-1.0305517,9.21e-05,0.006506449163879599
SLC27A2,0.775505,9.4e-05,0.006596551495016611
GALNT2,0.8618163,9.46e-05,0.006601808910891089
HES1,-0.6795913,9.47e-05,0.006601808910891089
TMEM156,-0.8399123,9.58e-05,0.006656524342105263
PTGFR,0.8159807,9.7e-05,0.006717806557377049
MAP3K13,0.811899,9.74e-05,0.006722205537459284
FRK,-0.6748403,9.77e-05,0.006722205537459284
LGALS4,-0.8569713,9.82e-05,0.006734670779220779
PRIM1,0.6541283,0.000101,0.0068820096774193555
SERPINA7,-1.444107,0.000104,0.0070185047923322684
ETNK2,-0.6164777,0.000105,0.007063423566878981
SDR16C5,0.754365,0.000108,0.007242171428571428
GFRA1,-0.6527853,0.000109,0.00726311356466877
EBF1,0.6694567,0.000109,0.00726311356466877
PDGFRB,0.22578203333333335,0.005352926677089064,0.10339660273972603
EXO1,0.7392213,0.000112,0.007439547169811321
LHX8,0.791647,0.000113,0.0074590593749999995
SLC35C1,0.889116,0.000113,0.0074590593749999995
CA12,0.630983,0.000115,0.007543928571428571
AKR7A3,-0.788036,0.000115,0.007543928571428571
ORC1,0.6437627,0.000118,0.00771676160990712
FZD4,-0.6593697,0.000119,0.007758138888888889
PBK,0.677693,0.000121,0.007856725609756098
UBE2T,0.704436,0.000122,0.007856725609756098
SH3TC1,0.7277147,0.000122,0.007856725609756098
SLC7A9,-0.5970727,0.000122,0.007856725609756098
CNKSR3,-0.4891275666666666,2.9215985347026924e-07,9.210884455003727e-05
SAA3P,0.7257193,0.000128,0.00816841087613293
GBP1P1,0.742409,0.000131,0.008284769461077845
GBP3,0.39376715,0.000879415088136494,0.031543209030100335
GBP1,0.742409,0.000131,0.008284769461077845
UGP2,0.7110077,0.000131,0.008284769461077845
SOX4,0.5827007,0.000132,0.008323092537313432
SERPINA4,-0.647214,0.000135,0.008486919642857143
CYP1B1,0.951309,0.000136,0.008524415430267062
SERPINB6,0.581718,0.000138,0.008624183431952663
HNF4A,-0.6515437,0.00014,0.008723362831858407
DNER,0.6514173,0.000141,0.008759832352941177
SPC24,0.631593,0.000144,0.008893894736842106
HIST1H3I,0.34278584999999995,0.00014996467519427656,0.00915521339343556
SERPINF2,-0.98427,0.000147,0.009000234782608696
ARNT,0.594373,0.000147,0.009000234782608696
HLA-DRA,1.6210820000000001,2.1020201091560657e-09,1.644480398729762e-06
HLA-DQA1,0.5775179125,1.9658839129911448e-06,0.0004111422365753659
APOL3,0.969868,0.000153,0.009313599423631124
ASGR1,-0.985481,0.000154,0.00934753448275862
HRG,1.271999,0.000155,0.009381275071633239
HIST1H3H,0.76743565,8.445577901062222e-07,0.00020926506976744186
HIST1H2AI,0.5247660000000001,0.0001426143433148906,0.00883414303179013
MT1H,0.6725253,0.000157,0.00942133806818182
SLC17A3,-1.025736,0.000157,0.00942133806818182
MTFR2,0.6093063,0.000158,0.009454487252124645
GYS2,0.9440703,0.00016,0.009547118644067796
GPM6B,-0.888336,0.000165,0.009790154494382022
ACSM2B,-1.0572142,5.986401947861579e-07,0.00016006426372744322
ACSM2A,-0.9076523666666666,5.248191029539931e-08,2.3095320649369156e-05
ST6GAL1,-0.720098,0.000169,0.009982098798713734
TMPO,0.5565337,0.000171,0.010033425000000002
ADH6,-1.0705987,0.000174,0.010181168975069252
MTRR,0.7278903,0.000175,0.010211395027624309
WNT5A,-0.9486627,0.000178,0.01032937912087912
MERTK,0.6254563,0.000182,0.010532564383561644
RAP1GAP,-0.9259503,0.000184,0.0106192131147541
CARHSP1,0.59092,0.000188,0.01082050136239782
PPM1L,-0.65046,0.000191,0.010963296195652176
MT1G,0.8160327,0.000193,0.011048073170731707
MIR21,0.6062047,0.000194,0.011075302702702702
SULT1E1,-1.3579913,0.000195,0.011099485254691687
HTR3A,0.5750323,0.000196,0.011099485254691687
KLHL2,0.8320533,0.000198,0.011123281914893614
ARHGEF28,-0.6290437,0.000198,0.011123281914893614
SMPDL3A,-0.798487,0.000198,0.011123281914893614
SKA3,0.5861027,0.000199,0.011149806366047746
RASGEF1B,-0.708955,0.000208,0.011592569920844327
REG1A,0.882819,0.000211,0.011728823684210526
RARA,0.616468,0.000213,0.011808921259842519
BCOR,0.16948792499999998,0.004554746469941829,0.09313640821353461
TNFRSF11B,-0.832183,0.000214,0.011833303664921467
TNFAIP8,0.6493917,0.000217,0.011967861618798955
FANCI,0.795643,0.000219,0.0120467109375
HIST2H2AB,0.73357735,8.002485991126276e-11,1.3002808583889256e-07
NT5E,-0.6418087,0.000224,0.012257906735751296
NUSAP1,0.670849,0.000229,0.01246692525773196
TGM2,0.6348953,0.000229,0.01246692525773196
KAT2B,-0.5464227,0.000231,0.012511315384615385
ADGRG6,-1.0055757,0.000233,0.012587363171355498
TMCC3,0.6186353,0.000239,0.012820113375282481
TSPAN15,0.850034,0.00024,0.012834227848101265
HIST2H2BF,0.27794285,9.509542587626157e-06,0.0013391337871895153
HIST2H2BA,0.42657613333333333,8.029300680859414e-06,0.0011943867484633338
HIST2H2BE,0.4091212333333334,6.539526682165503e-06,0.0010544612374609307
TLR2,0.8037123,0.000249,0.013182022556390977
RBP5,-0.957911,0.000249,0.013182022556390977
SFN,0.6733517,0.000249,0.013182022556390977
TCF19,0.5932883666666666,1.0408827143361491e-08,5.785938309190126e-06
RASGRP3,-0.6731527,0.000252,0.013274304239401498
APOL1,0.6723827,0.000252,0.013274304239401498
WWC2,-0.7268097,0.000254,0.013346373134328357
NCAPG,0.6977207,0.000261,0.013631098522167488
GPM6A,-0.679727,0.000262,0.013631098522167488
AADAC,1.0022527,0.000262,0.013631098522167488
GBP2,0.6729608499999999,1.0273019543086194e-05,0.0014162484504372892
MT1DP,0.641274,0.000267,0.013807229268292684
SHROOM3,0.8132423,0.000268,0.013807229268292684
AGMAT,-0.9705013,0.000268,0.013807229268292684
LPGAT1,0.5562097,0.000269,0.01382502919708029
FAM72A,0.653318675,6.66265300158417e-10,5.629408774098497e-07
FAM72D,0.653318675,6.66265300158417e-10,5.629408774098497e-07
FAM72B,0.653318675,6.66265300158417e-10,5.629408774098497e-07
PIK3C2G,-0.821417,0.000274,0.014031345323741007
GPD1,-1.189692,0.000276,0.014031345323741007
PHYHIPL,-0.5917657,0.000277,0.014031345323741007
RAB8B,0.5682183,0.000277,0.014031345323741007
CENPI,0.6689707,0.000277,0.014031345323741007
HNF1A-AS1,-0.9646923,0.000279,0.014031898992280344
C4BPB,-1.1007403,0.000286,0.014281744680851065
C1orf112,0.6512643,0.000287,0.014297879716981132
LGR4,-0.5531997,0.000288,0.014313938823529411
FAM180A,-0.8310353,0.000292,0.014478676056338029
IGKC,0.2828395533333333,3.2773014385279206e-07,0.00010032817142902212
CDC45,0.5748297,0.000294,0.014543704918032786
PLK4,0.564154,0.000296,0.014574377622377621
PDK4,-0.602515,0.000296,0.014574377622377621
SNORD30,0.715277,0.000297,0.014589606976744185
FRMD6,0.6381587,0.000299,0.014653774941995362
NCK2,-0.5916643,0.000308,0.015025136258660508
NPY6R,-0.6799377,0.000313,0.015233868663594472
AGR2,-0.8120283,0.000315,0.01529596551724138
HSD17B6,-1.501023,0.000316,0.015309330275229356
PLPP5,0.6336207,0.000333,0.01609601601830664
RAD51AP1,0.741068,0.000344,0.016589753424657534
TMC5,0.832949,0.000345,0.016600079726651482
GSTA3,-0.7549093,0.000346,0.01661035909090909
BTNL8,-1.02869965,3.3921814400526087e-06,0.0006397593621270648
BTNL3,-0.6475694333333334,1.404904535064994e-05,0.0017456352055398743
MT1IP,0.7081643,0.000352,0.01676578923766816
CTSS,0.8138137,0.000352,0.01676578923766816
HIST1H3D,0.777047,0.000353,0.01676578923766816
HIST1H2AD,0.777047,0.000353,0.01676578923766816
PELO,0.5581173,0.000354,0.01676578923766816
ITGA1,0.5581173,0.000354,0.01676578923766816
NPC1,0.613797,0.000358,0.01680452
CRISPLD1,0.5107707,0.000361,0.016907767184035475
ASB13,-0.600104,0.000362,0.016917092920353982
HLF,0.6155913,0.000363,0.016926377483443708
MT1P3,0.6376917,0.000365,0.016944824175824175
PGLYRP2,-0.9266437,0.000365,0.016944824175824175
KIAA0101,0.39437215,0.0006645391939622731,0.026890922210852673
HOPX,0.719451,0.000382,0.017695144736842108
ENAH,0.620137,0.000386,0.01784130853391685
PTX3,1.0887873,0.000389,0.017940713973799125
MCM8,0.5766157,0.000391,0.017993666666666668
FLVCR2,0.5371777,0.000393,0.018046389130434784
CYP4F22,-0.643193,0.000407,0.018648722342733192
YPEL2,-0.586093,0.000412,0.018801290948275862
INSC,0.6247133,0.000413,0.018801290948275862
TTPA,-0.5610027,0.000413,0.018801290948275862
TRIM38,0.4984437,0.000416,0.018897135483870967
SPX,1.0129593,0.000418,0.01894724034334764
ARHGAP18,-0.2974588,0.001816641407077651,0.050451259842519684
NEDD4L,0.5420773,0.000421,0.01904236188436831
DAPK1,-0.7483153,0.00043,0.019407884615384615
SCGN,-0.8154137,0.000436,0.019636733475479742
ANKS1A,0.5449237,0.000439,0.01968789171974522
CDCA3,0.5183943,0.000439,0.01968789171974522
DHRS13,0.60973,0.000447,0.02000419703389831
FAM83G,0.6128167,0.000448,0.020006562367864692
KRT4,-0.5252147,0.000455,0.02019110294117647
SHANK2,-0.5351303,0.000455,0.02019110294117647
TBC1D19,-0.4948947,0.000458,0.020281622641509435
DAB1,-0.5387293,0.000467,0.020636905857740587
MTMR10,-0.650533,0.00047,0.020726116910229644
MT1JP,0.7091043,0.000473,0.020814956250000002
FGA,0.5661,0.000475,0.02084701731237961
SORBS1,-0.5209953,0.000477,0.02086060248447205
JUN,0.737426,0.000484,0.021123
PSG4,-0.6470848666666668,1.6388696850536702e-07,5.494895929744234e-05
ANXA1,0.53884,0.000488,0.02125365773195876
NUP62CL,0.7611737,0.000498,0.021644555555555556
SC5D,-0.567977,0.000501,0.02172898770491803
VSNL1,-0.7863843,0.000502,0.02172898770491803
EVI2B,0.563352,0.000513,0.022110457317073173
OTOGL,-0.6788053,0.000514,0.022110457317073173
CRYAB,-0.876661,0.000515,0.022110457317073173
STARD10,-0.538971,0.000524,0.02245122109533469
HIST2H2AA4,0.61231,4.454599441599808e-06,0.0007649959675196158
HIST2H2AC,0.5894237666666666,8.533915886453987e-08,3.534547162148384e-05
HIST2H2AA3,0.61231,4.454599441599808e-06,0.0007649959675196158
FBXO5,0.6299487,0.000532,0.022747846153846157
GPR85,0.5382543,0.000539,0.0230006
HIST1H2BG,1.024057,0.000542,0.0230819879032258
UNC5CL,0.8702233,0.000544,0.023120547283702213
PRPS2,-0.5394223,0.000547,0.023201367469879518
PDE8B,-0.701623,0.000549,0.023239533066132263
KIAA1328,0.31822235,0.0037743477374846297,0.08270284985361809
CEMIP,-0.6473583,0.000569,0.024032155688622752
PCDHB14,0.575161,0.00057,0.024032155688622752
FLRT3,-0.5133493,0.000578,0.02432090438247012
RAD54L,0.5000777,0.000586,0.024546094861660078
PPARA,-0.510711,0.000587,0.024546094861660078
WARS2,0.5310683,0.000587,0.024546094861660078
BBOX1,-0.8455313,0.000588,0.024546094861660078
TMEM27,-0.5428193,0.000598,0.02491430769230769
HLA-DMA,0.7447829666666667,1.1957657539727161e-07,4.510385718065301e-05
APBB2,-0.6536503,0.000606,0.02518990373280943
EZH2,0.5695173,0.000607,0.02518990373280943
FANCD2,0.6262187,0.000611,0.025306182352941176
GCLM,0.5051397,0.000613,0.025339332681017616
CHN2,-0.508624,0.000616,0.025413609375
HIST1H1E,0.6084933,0.000626,0.02572567704280156
LPIN2,-0.4992383,0.000626,0.02572567704280156
NCAPG2,0.6085333,0.00063,0.02583978640776699
MYO7B,-0.684148,0.000634,0.025953453488372094
NUTF2,0.35089935000000005,0.003908677146692095,0.08444880368098161
MT1L,0.661522,0.000643,0.02627096518375242
ACMSD,-0.94715,0.000646,0.026342583011583008
TTK,0.614485,0.000656,0.026698820809248555
TRIP13,0.5090447,0.000661,0.02685058269230769
SLC6A12,-0.5754337,0.000664,0.026890922210852673
KDR,-0.4790257,0.000667,0.026938892925430207
ARHGEF3,0.5193997,0.000673,0.02702619581749049
SMOC1,-0.61694,0.000676,0.027095157495256168
PSMB9,0.5345433,8.146834851555554e-08,3.441711851388159e-05
FAM162A,-0.5830167,0.000683,0.027312158790170134
MEP1B,-0.7991,0.000684,0.027312158790170134
STAMBPL1,0.7262407,0.000687,0.027380190566037736
TEAD2,0.478855,0.000692,0.02747578195488722
AUTS2,0.5675277,0.000692,0.02747578195488722
RTN1,-0.5309557,0.000695,0.02754312382739212
NR1I2,-0.646782,0.000715,0.028124664804469273
GINS1,0.5208547,0.000715,0.028124664804469273
RAET1L,0.6015457,0.00072,0.028216252319109462
FCGR2C,1.1524983,0.00072,0.028216252319109462
FCGR2B,0.84786115,0.00020044570063199483,0.011201096651983138
SERPINB8,0.5270963,0.000722,0.02824223333333333
FRAS1,-0.6013467,0.000726,0.028346207024029575
ARHGAP11A,0.6540023,0.000731,0.028488769372693727
DACOR1,-0.8302363,0.00074,0.028786408839779006
SLC37A1,0.5855057,0.000744,0.02888880882352941
NUAK1,-0.5239177,0.000748,0.028990833027522932
KHK,-0.8976447,0.000766,0.02952264401849623
GLIPR1,0.540993,0.000767,0.02952264401849623
DAB2,-0.524372,0.000771,0.02952264401849623
C15orf48,0.5750107,0.000772,0.02952264401849623
RRM1,0.478059,0.000773,0.02952264401849623
NDRG2,-0.28152215,0.006076142591689208,0.11236031496062993
TNFRSF9,0.6126237,0.000789,0.029549728723404254
PSG10P,-0.60234065,1.9854077852302015e-05,0.002155629230769231
PSG8,-0.60234065,1.9854077852302015e-05,0.002155629230769231
PSG11,-0.47454219999999997,2.1603739475687064e-05,0.002328243821147642
PSG9,-0.47320633333333334,2.6902026839314944e-05,0.0027319784275329304
PSG7,-0.60234065,1.9854077852302015e-05,0.002155629230769231
PSG6,-0.3899034333333333,0.00012595756251491144,0.008062429069704467
PSG5,-0.60234065,1.9854077852302015e-05,0.002155629230769231
PSG3,-0.5410728666666667,8.645295400768124e-07,0.00020990181005795986
PSG2,-0.3679702,6.121476590872296e-05,0.004935265268282272
