GENE_SYMBOL,logFC,P.Value,FDR
CLSPN,-0.5836666666666667,9.521503827328774e-05,0.05746363581276163
WDR76,-0.454,0.00495,0.7892585005483561
OR2T27,0.67,0.00529,0.8204295652173913
RBL1,-0.444,0.00536,0.8204295652173913
XCR1,-0.366,0.00536,0.8204295652173913
BEAN1,0.34550000000000003,0.009298759946819037,1.0
FLVCR1,0.496,0.00544,0.8266843165467627
CYP4F12,0.56,0.00553,0.8300446478873239
XRCC2,-0.519,0.00556,0.8300446478873239
DTL,-0.441,0.00558,0.8300446478873239
FCGR3B,0.419,0.00568,0.83611875
FCGR3A,0.11249999999999999,0.012239966575645751,1.0
PPP1R3C,0.45,0.0057,0.83611875
TSKU,0.482,0.00603,0.8748918243243243
MGC70870,-0.342,0.00609,0.8748918243243243
OR2G2,-0.348,0.0061,0.8748918243243243
FABP4,1.1,0.00613,0.8748918243243243
SERPINB9P1,0.582,0.00622,0.8817789261744966
FDPSP2,0.448,0.0010080559187817478,0.3131347819474538
FDPS,0.45566666666666666,0.00015901696780604174,0.08839251081492157
IDI1,0.426,0.00655,0.9223709999999999
ADAM21P1,-0.438,0.0067,0.9249941176470589
ADAM21,-0.1702,0.02217335970078971,1.0
ADSS,0.37,0.00686,0.9383486538461538
SMPDL3A,0.551,0.00691,0.9383486538461538
MYADML,-0.387,0.00693,0.9383486538461538
SCFV,0.15689999999999998,0.007511223808486895,0.9758048466257668
IGLJ3,0.21137999999999998,0.005352963183815539,0.8204295652173913
IGHM,0.1715477777777778,0.009437059464599861,1.0
IGHG1,0.169186,0.02390030058893897,1.0
IGHD,0.16001,0.07154133215331203,1.0
C14orf99,0.16466666666666666,0.010106775240710658,1.0
IGHV3-48,0.14025,0.0033515990098320876,0.6511310091743119
IGHV3-69-1,0.11144444444444446,0.004000331886276607,0.6937960975609756
LINC01547,0.20279999999999998,0.03155832976887773,1.0
REG1A,-0.37,0.00721,0.9578416981132076
ECH1,0.389,0.00729,0.9624166875
LINC01503,-0.374,0.00743,0.9748067701863353
LOC100131195,-0.429,0.00753,0.9758048466257668
MYO15B,0.03566666666666668,0.01128748857087122,1.0
SLC43A3,-0.36,0.00768,0.9870201818181817
PRG2,-0.1344,0.02186178405760365,1.0
TNFRSF9,0.407,0.00771,0.9870201818181817
MTHFD2,0.1709,0.03659515736478553,1.0
MARS2,-0.344,0.00808,1.0
KIAA1328,0.2796,0.023769983746749972,1.0
ZNF160,0.365,0.00817,1.0
NIPAL3,0.35,0.00834,1.0
SNORA27,0.38,0.00843,1.0
ZNF575,-0.358,0.00849,1.0
CCDC171,0.354,0.00857,1.0
ANGPTL4,0.348,0.00861,1.0
SPC24,-0.378,0.0087,1.0
PIK3IP1,0.49,0.00871,1.0
LOC440173,0.384,0.00875,1.0
DMRT1,-0.337,0.00885,1.0
KCND1,0.446,0.00889,1.0
CENPU,-0.383,0.00889,1.0
RCVRN,0.354,0.00892,1.0
ATAD2,-0.427,0.00898,1.0
MUC21,-0.3176666666666667,0.00022242818620454028,0.11003609302325582
SGCZ,0.377,0.00922,1.0
ZG16,-0.2385,0.017201366062298187,1.0
EBP,0.437,0.00937,1.0
MLIP,0.413,0.0095,1.0
ZNF257,0.543,0.00951,1.0
MSMO1,0.477,0.00958,1.0
DDIAS,-0.441,0.00963,1.0
CYBA,-0.375,0.00967,1.0
C12orf76,-0.345,0.0101,1.0
ANKRD18B,-0.55,0.0102,1.0
CENPJ,-0.424,0.0103,1.0
PCDHB15,0.409,0.0103,1.0
SSTR5-AS1,-0.503,0.0105,1.0
A3GALT2,-0.402,0.0106,1.0
TTTY2B,0.318,0.0011341396551616235,0.3260114451702323
TTTY2,0.318,1.4989287753434253e-05,0.015830936260789588
LOC101926933,-0.458,0.0107,1.0
LIMD1-AS1,-0.5705,0.0038719265635007976,0.6872832336203979
ZNF738,-0.398,0.0107,1.0
PTK2B,0.347,0.0107,1.0
DEFB103A,0.419,0.0011729806293110663,0.3260114451702323
DEFB103B,0.419,0.0011729806293110663,0.3260114451702323
DHRS9,0.312,0.0108,1.0
PLAG1,0.476,0.0108,1.0
CARD17,0.419,0.0011729806293110663,0.3260114451702323
LOC399898,-0.375,0.0109,1.0
KRT35,0.347,0.011,1.0
SNORD59B,0.407,0.0111,1.0
DUX4,-0.03413642857142856,0.992692264449128,1.0
GCNT4,0.496,0.0112,1.0
ALKBH8,0.381,0.0113,1.0
KIF15,-0.403,0.0113,1.0
HAO2,-0.694,0.0114,1.0
NIPA1,-0.319,0.0114,1.0
KRTAP10-5,-0.347,0.0115,1.0
TTPA,-0.352,0.0116,1.0
LHX8,0.516,0.0116,1.0
LOC102724238,0.16843222222222223,0.0007188113793459944,0.2520908852459016
LOC554249,0.2976,1.716088034450017e-05,0.01647678525076714
GLIDR,0.2976,1.716088034450017e-05,0.01647678525076714
SNORD45B,0.324,0.0118,1.0
UPB1,0.34,0.0118,1.0
OLFM3,0.451,0.012,1.0
G6PC,-0.481,0.012,1.0
GPR17,-0.333,0.012,1.0
SOGA3,0.414,0.0121,1.0
KIAA0408,0.414,0.0121,1.0
TRH,-0.343,0.0121,1.0
MEFV,0.324,0.0121,1.0
SNORD24,0.376,0.0121,1.0
RPL7A,0.18916666666666668,0.09379853748803259,1.0
IL17RB,-0.31,0.0121,1.0
SLC2A6,0.443,0.0122,1.0
G0S2,-0.481,0.0123,1.0
CHAF1B,-0.315,0.0123,1.0
SLC11A1,0.332,0.0124,1.0
PFKFB1,0.502,0.0125,1.0
ARHGAP31,0.324,0.0128,1.0
PAPPA2,0.312,0.0128,1.0
ROS1,0.1057714285714286,0.09920139903864607,1.0
LRIG3,-0.021,0.014524883159618276,1.0
SLC34A2,0.11713333333333333,0.1825689119669371,1.0
VWC2L,0.382,0.013,1.0
OR5M10,0.45,0.013,1.0
METTL1,0.04350000000000001,0.002216263942810882,0.4980228006807899
REN,0.366,0.0132,1.0
LINC01446,0.315,0.0133,1.0
SNORA9,0.485,0.0133,1.0
SNHG15,0.485,0.0133,1.0
CXCL10,-0.413,0.0134,1.0
LOC105377774,0.433,0.0135,1.0
TMEM164,-0.363,0.0136,1.0
KCTD4,-0.314,0.0136,1.0
KRT19,0.454,0.0137,1.0
DPYSL2,0.304,0.0142,1.0
KRT15,0.286,0.0143,1.0
FFAR1,-0.363,0.0143,1.0
RSPH9,0.344,0.0144,1.0
ARMCX6,0.1084,0.05667478852607352,1.0
NPC1,0.311,0.0145,1.0
CLCNKA,-0.378,0.0146,1.0
DBI,0.367,0.0147,1.0
CD14,0.311,0.0148,1.0
RPL23AP32,-0.315,0.0148,1.0
FAM84B,0.332,0.0148,1.0
LOC407835,-0.308,0.015,1.0
C7,-0.382,0.0153,1.0
ATG9B,-0.314,0.0153,1.0
C3orf36,0.298,0.0155,1.0
GLI2,-0.307,0.0156,1.0
LAIR1,-0.392,0.0157,1.0
SNORD46,0.369,0.0158,1.0
GK5,-0.375,0.0158,1.0
ARL14,0.392,0.0159,1.0
SP2,-0.302,0.0159,1.0
SLC35G3,-0.061333333333333316,0.04224020468443485,1.0
ZNF596,0.413,0.016,1.0
C3orf49,0.322,0.0161,1.0
RDH16,-0.546,0.0162,1.0
KRT9,-0.308,0.0163,1.0
OR2A9P,0.2975,0.007118571575045972,0.9516809327828866
OR2A20P,0.2975,0.007118571575045972,0.9516809327828866
TP53TG5,-0.354,0.0164,1.0
DPYS,-0.312,0.0165,1.0
FAM19A1,0.362,0.0165,1.0
SLC23A3,0.293,0.0166,1.0
S100A14,0.559,0.0166,1.0
MIR106B,-0.377,0.0167,1.0
PIP5K1P1,-0.314,0.0168,1.0
DCLK1,0.354,0.0168,1.0
NOS3,-0.285,0.017,1.0
PDE5A,0.307,0.0172,1.0
PSG3,-0.2233333333333333,0.09437809175755084,1.0
FAM20A,-0.33,0.0174,1.0
SLC5A8,-0.325,0.0176,1.0
RNF145,0.468,0.0178,1.0
FREM2,0.347,0.0178,1.0
RCAN2,0.333,0.0178,1.0
LILRB1,-0.345,0.0179,1.0
THBS1,-0.306,0.0179,1.0
LOC642696,-0.317,0.0179,1.0
GPC3,0.312,0.018,1.0
MCM6,-0.398,0.0181,1.0
CAPN12,-0.358,0.0181,1.0
ANXA1,0.311,0.0182,1.0
FBLL1,-0.339,0.0182,1.0
DPY19L2P1,-0.382,0.0185,1.0
SNX12,0.311,0.0185,1.0
OR5B3,-0.484,0.0186,1.0
PLEKHG2,-0.346,0.0188,1.0
ITGB1BP2,0.416,0.0188,1.0
HIPK2,-0.296,0.0189,1.0
ASCL1,-0.288,0.019,1.0
TINAG,0.272,0.019,1.0
CLTCL1,0.28,0.019,1.0
AK7,0.31,0.0191,1.0
LOC101928953,-0.342,0.0191,1.0
ADCY10P1,0.516,0.0191,1.0
GINS4,-0.342,0.0193,1.0
LRRFIP1,-0.07436000000000001,0.39927120140541733,1.0
HELLS,-0.487,0.0193,1.0
NAP1L5,0.321,0.0193,1.0
NEUROG1,-0.284,0.0194,1.0
SNORD77,0.339,0.0194,1.0
SNORA48,0.539,0.0195,1.0
EIF4A1,0.30410000000000004,0.06068736870505129,1.0
HLA-DQB1,0.012566666666666665,0.5077490157773453,1.0
RNU5B-1,0.665,0.0196,1.0
HOOK1,-0.285,0.0197,1.0
HPDL,0.328,0.0198,1.0
MCM3,-0.298,0.0199,1.0
SCARNA11,0.327,0.02,1.0
ZNF367,-0.367,0.0201,1.0
TMEM232,0.47,0.0201,1.0
SCNN1A,0.278,0.0202,1.0
NR1D2,-0.278,0.0203,1.0
LRP2BP,0.303,0.0203,1.0
ZNF486,-0.364,0.0203,1.0
OR2T3,0.28400000000000003,0.009323289501108948,1.0
OR2T34,0.28400000000000003,0.009323289501108948,1.0
UBQLN4,-0.319,0.044250205250416015,1.0
HNF4A,-0.378,0.0204,1.0
MIR103A1,-0.325,0.0204,1.0
TRAP1,-0.1848,0.06845732915251325,1.0
KRTAP4-7,0.14750000000000002,0.04021624567950011,1.0
KRTAP4-9,0.1475,0.09850539011797399,1.0
KRTAP4-8,0.1475,0.09850539011797399,1.0
KRTAP4-11,0.1475,0.09850539011797399,1.0
KRTAP4-5,0.15514999999999998,0.09422990749936509,1.0
KRTAP4-4,0.11525,0.08079819525867975,1.0
KRTAP4-12,0.1475,0.09850539011797399,1.0
KRTAP4-6,0.1475,0.09850539011797399,1.0
ABHD12B,-0.319,0.0206,1.0
RNF122,-0.363,0.0207,1.0
C2orf76,0.327,0.0208,1.0
LOC100131756,-0.301,0.021,1.0
ABCB1,0.314,0.0214,1.0
E2F8,-0.339,0.0214,1.0
SNORD94,0.348,0.0214,1.0
DPPA3,0.366,0.0215,1.0
AKNAD1,-0.346,0.0215,1.0
XPNPEP2,-0.301,0.0216,1.0
SHCBP1,-0.46,0.0216,1.0
GPR157,-0.434,0.0216,1.0
GIMAP6,0.351,0.0216,1.0
MARCH11,0.17685,0.08939669883773754,1.0
ST3GAL5,0.28,0.0218,1.0
AADACL3,0.289,0.0218,1.0
SNORA44,0.1641,0.08472321177556355,1.0
SNHG12,0.15068,0.08960193300902211,1.0
LIPA,0.298,0.0219,1.0
RAET1L,0.339,0.022,1.0
FAM229B,0.335,0.0222,1.0
CD200,0.364,0.0222,1.0
SNAI1,0.358,0.0222,1.0
COLQ,-0.315,0.0222,1.0
OR2AE1,0.531,0.0222,1.0
MMS22L,-0.363,0.0224,1.0
UMODL1-AS1,-0.313,0.0224,1.0
KIAA0825,0.335,0.017281114552165786,1.0
TKTL2,-0.313,0.0229,1.0
RASGRP4,-0.346,0.0229,1.0
PDE11A,-0.329,0.0229,1.0
PAPSS2,-0.329,0.0231,1.0
BRCC3,0.295,0.0236,1.0
ALDH6A1,-0.261,0.0336182963329502,1.0
SNORD4A,-0.327,0.0237,1.0
HLF,-0.453,0.0237,1.0
FAM213A,0.264,0.0237,1.0
TSKS,-0.314,0.0238,1.0
MASTL,-0.285,0.0238,1.0
FANCD2,-0.399,0.0238,1.0
LTB,0.145725,0.1333862444493459,1.0
FRMPD1,-0.365,0.024,1.0
HEG1,-0.343,0.0244,1.0
DKK4,0.263,0.0246,1.0
DIAPH2,-0.285,0.0246,1.0
SPRY1,0.28,0.0247,1.0
BUD13,-0.281,0.0248,1.0
TBCCD1,-0.294,0.0248,1.0
RBBP9,0.285,0.0249,1.0
MYOT,0.491,0.0249,1.0
WDR37,0.288,0.0249,1.0
SDHD,-0.17235,0.0923175070935501,1.0
DKFZP434I0714,-0.339,0.025,1.0
SFRP4,0.377,0.025,1.0
KCNMB3,-0.336,0.0251,1.0
C16orf70,-0.354,0.0251,1.0
SLC28A1,-0.301,0.0252,1.0
SIMC1,-0.345,0.0254,1.0
CHST5,-0.326,0.0255,1.0
LOC728323,0.434,0.0255,1.0
FBXO25,0.304,0.022241321727466387,1.0
TRIM55,0.302,0.0255,1.0
PRKCDBP,0.265,0.0257,1.0
LOC102725072,-0.2121333333333333,0.015241597082279209,1.0
POM121L10P,-0.19205714285714284,0.024220138601394717,1.0
POM121L8P,-0.19205714285714284,0.024220138601394717,1.0
POM121L1P,-0.19205714285714284,0.024220138601394717,1.0
ERO1B,-0.313,0.0258,1.0
PPP1R12B,-0.397,0.0259,1.0
ALDOB,-0.572,0.0259,1.0
PAQR4,-0.283,0.0259,1.0
ARHGEF3,0.267,0.026,1.0
BICDL1,-0.313,0.026,1.0
GPR155,-0.333,0.0261,1.0
AK5,-0.271,0.0262,1.0
ERRFI1,-0.33,0.0262,1.0
MBOAT1,-0.336,0.0263,1.0
TNS1,-0.305,0.0263,1.0
NAV1,-0.25,0.0265,1.0
MND1,-0.535,0.0266,1.0
MCM5,-0.378,0.0271,1.0
DNAJC28,0.406,0.0272,1.0
ZBTB7A,-0.32,0.0272,1.0
MIR520C,0.624,0.0272,1.0
MIR520B,0.3825,0.04155022310732058,1.0
POC1A,-0.32,0.0272,1.0
PLK3,0.284,0.0273,1.0
AQP4,0.394,0.0273,1.0
PSG9,0.04300000000000001,0.1289618353623757,1.0
SUOX,0.305,0.0274,1.0
MS4A15,0.251,0.0276,1.0
PROM2,0.279,0.0276,1.0
PLA2G12B,-0.401,0.0277,1.0
ADH1B,-0.564,0.0277,1.0
GKAP1,-0.259,0.0279,1.0
SASH1,0.262,0.0279,1.0
NUF2,-0.452,0.0281,1.0
SLCO4A1-AS1,0.273,0.0282,1.0
MAN1C1,-0.264,0.0286,1.0
DEFB105B,0.35,0.006673302709388039,0.9249941176470589
DEFB105A,0.35,0.006673302709388039,0.9249941176470589
POLA2,-0.298,0.0288,1.0
FABP6,-0.248,0.0288,1.0
NME6,0.352,0.0289,1.0
RUNX2,-0.34,0.0289,1.0
CCDC83,0.292,0.0289,1.0
SOWAHC,0.281,0.0289,1.0
CEACAM1,-0.302,0.029,1.0
TET2,-0.1139,0.11913776740101892,1.0
TRIM63,0.331,0.0292,1.0
AATBC,0.278,0.0293,1.0
INCENP,-0.286,0.0293,1.0
SORBS1,-0.368,0.0293,1.0
NOS1,-0.346,0.0294,1.0
ST6GAL1,-0.32,0.0295,1.0
POLE2,-0.255,0.0295,1.0
PER3,-0.314,0.0296,1.0
EMP1,0.31,0.0296,1.0
CDC45,-0.402,0.0297,1.0
TMPRSS13,-0.345,0.0297,1.0
ARRDC3,-0.362,0.0297,1.0
C2orf57,-0.276,0.0298,1.0
TMEM211,-0.274,0.0299,1.0
ASXL3,-0.27,0.03,1.0
HCRTR1,-0.298,0.0301,1.0
MLXIP,0.325,0.0302,1.0
ARMC4,0.251,0.0302,1.0
DSG1,0.362,0.0302,1.0
VASH1,-0.272,0.0303,1.0
CCDC88C,0.35975,0.1168085805984987,1.0
ARNTL2,-0.384,0.0305,1.0
RASSF4,0.359,0.0306,1.0
MEOX2,-0.298,0.0307,1.0
OTX2,-0.283,0.0307,1.0
OR6K3,-0.321,0.0307,1.0
TMBIM1,0.253,0.0309,1.0
PSMC3IP,-0.317,0.031,1.0
CENPL,-0.35,0.031,1.0
ABHD1,-0.267,0.031,1.0
CATSPER2,0.386,0.031,1.0
KLHL8,-0.253,0.0311,1.0
ACSS3,0.297,0.0311,1.0
ZNF598,-0.298,0.0311,1.0
RFC5,-0.242,0.0312,1.0
DEPDC1,-0.437,0.0312,1.0
OR7G3,-0.337,0.0313,1.0
LINC00200,-0.267,0.0314,1.0
TBC1D31,-0.321,0.0314,1.0
TGM2,0.283,0.0314,1.0
MGC24103,0.402,0.0315,1.0
TMEM175,-0.265,0.0315,1.0
KRT82,0.243,0.0315,1.0
SLC45A2,0.325,0.0315,1.0
LIN52,-0.306,0.0317,1.0
TEF,-0.253,0.0317,1.0
SNORD74,0.276,0.0317,1.0
CHST15,-0.256,0.0318,1.0
POU5F1P4,-0.0349,0.10636598615277416,1.0
CDNF,0.323,0.0318,1.0
ZFYVE1,0.275,0.0318,1.0
ZNF239,0.279,0.032,1.0
SYNC,0.276,0.032,1.0
LEMD3,0.301,0.032,1.0
LOC100288637,-0.406,0.032,1.0
OTUD7A,-0.1345,0.041136459994013753,1.0
MVK,0.26,0.0321,1.0
UBE2MP1,-0.299,0.0321,1.0
OSM,0.308,0.0324,1.0
ID2,-0.469,0.0325,1.0
NELL2,0.254,0.0326,1.0
LOC100134868,-0.3045,0.015565713641168247,1.0
PIGR,0.317,0.0326,1.0
TRAIP,-0.356,0.0327,1.0
APBB1,0.282,0.0327,1.0
PHLDB3,-0.048000000000000015,0.0412345208082325,1.0
FAM99A,0.279,0.10336169837087338,1.0
SAMHD1,-0.249,0.0329,1.0
EPB41L4A-AS1,0.256,0.0329,1.0
CST2,-0.26,0.0329,1.0
MUTYH,-0.265,0.0332,1.0
LOC100128816,-0.262,0.0333,1.0
IDNK,0.268,0.0336,1.0
LOC400464,0.255,0.0336,1.0
LYZL2,0.321,0.0337,1.0
LIX1,-0.259,0.0337,1.0
SVIP,-0.336,0.0338,1.0
GJB7,0.279,0.0339,1.0
SALL3,-0.292,0.0341,1.0
NEMP1,-0.32,0.0343,1.0
STARD9,-0.25933333333333336,0.017693423969510146,1.0
ZNF425,0.231,0.04884600908563899,1.0
SLN,0.346,0.0344,1.0
RPP25,-0.276,0.0345,1.0
FAM205BP,-0.14984999999999998,0.11933249688209911,1.0
ZFP57,0.263,0.0349,1.0
TREX2,-0.21133333333333335,0.03407371926340234,1.0
USP48,-0.255,0.035,1.0
RNU5D-1,0.344,0.0352,1.0
CHRNA10,-0.368,0.0352,1.0
CENPK,-0.352,0.0353,1.0
ZNF670,0.325,0.0354,1.0
OFD1,0.297,0.0354,1.0
ZNF569,-0.316,0.0355,1.0
LDB2,-0.268,0.0356,1.0
GJA5,-0.248,0.0357,1.0
OR8B4,-0.285,0.0357,1.0
LITAF,0.268,0.0357,1.0
RGS5,0.323,0.0358,1.0
CELP,-0.28,0.0358,1.0
GJA8,-0.256,0.0361,1.0
B9D2,0.257,0.0362,1.0
SERPINF1,-0.277,0.01000834439221501,1.0
MRO,-0.301,0.0363,1.0
RAMP3,0.297,0.0363,1.0
NPR1,-0.257,0.0364,1.0
SNORD56B,-0.258,0.0364,1.0
NEK8,0.264,0.0364,1.0
FOLR1,0.298,0.0364,1.0
LRRC8C,0.3,0.0364,1.0
GSG2,-0.422,0.0365,1.0
ZNF730,0.338,0.0368,1.0
DOK4,0.26,0.0368,1.0
VCX3B,-0.09616666666666666,0.30374063630445114,1.0
VCY1B,-0.09616666666666666,0.30374063630445114,1.0
VCX3A,-0.09616666666666666,0.30374063630445114,1.0
VCX2,-0.09616666666666666,0.30374063630445114,1.0
VCX,-0.09616666666666666,0.30374063630445114,1.0
VCY,-0.09616666666666666,0.30374063630445114,1.0
RIBC2,-0.355,0.0368,1.0
LINC00917,-0.748,0.0369,1.0
C7orf77,-0.281,0.0371,1.0
RPS6KA5,-0.31,0.0372,1.0
NPL,-0.265,0.0373,1.0
IL21R,0.419,0.0374,1.0
CYP3A43,0.286,0.0375,1.0
MICA,0.34950000000000003,0.01664360353029812,1.0
BPIFA3,0.299,0.0377,1.0
PLK4,-0.41,0.0377,1.0
SLC24A4,-0.268,0.0377,1.0
NRIP1,0.24,0.0378,1.0
WDR18,0.338,0.0378,1.0
RANGRF,-0.275,0.0379,1.0
LOC440896,-0.258,0.038,1.0
TAL1,-0.356,0.010888248416410616,1.0
CATSPER3,-0.261,0.0381,1.0
VSIG1,-0.314,0.0381,1.0
CDC25B,-0.259,0.0382,1.0
TTC9,0.24,0.0383,1.0
SPNS2,0.235,0.0384,1.0
HEXA-AS1,0.297,0.0385,1.0
UPP1,0.306,0.0385,1.0
SYT15,0.304,0.0386,1.0
GRTP1,-0.238,0.0387,1.0
SCARNA16,0.252,0.0389,1.0
CXCL14,0.28,0.039,1.0
MIR492,0.26,0.0391,1.0
KRT19P2,0.26,0.0391,1.0
MSH6,-0.247,0.0391,1.0
GPR12,-0.381,0.0392,1.0
HIST1H3G,-0.311,0.0393,1.0
PPIF,-0.251,0.0393,1.0
C5orf46,-0.416,0.0394,1.0
CCIN,-0.316,0.0394,1.0
LMNB1,-0.388,0.0395,1.0
OR52B4,-0.242,0.0395,1.0
PDILT,-0.266,0.0395,1.0
CDCA7,-0.308,0.0396,1.0
CCR1,0.293,0.0397,1.0
OR1M1,-0.301,0.0397,1.0
NUTM1,-0.24,0.0399,1.0
HYOU1,-0.256,0.04,1.0
TFDP1,-0.286,0.0404,1.0
C1orf140,-0.258,0.0404,1.0
OR56A3,-0.269,0.0404,1.0
TMEM74,-0.279,0.0405,1.0
EVI2B,-0.301,0.0405,1.0
ZPBP,0.248,0.0405,1.0
DNHD1,-0.0012250000000000004,0.27467155044090275,1.0
SPANXN1,0.267,0.0407,1.0
FAM183BP,0.23299999999999998,0.09641985692048698,1.0
KCNB1,-0.336,0.0408,1.0
CELF6,-0.253,0.0409,1.0
SH2B2,0.265,0.0409,1.0
GOLGA8DP,0.15927381818181818,0.005006894810087569,0.7892585005483561
GOLGA8F,0.22912500000000002,0.0006465861141494119,0.23547997395134532
