GENE_SYMBOL,logFC,P.Value,FDR
B3GNT5,0.7797217,5.39e-05,0.009487747500000001
APOL6,0.646478,5.94e-05,0.010369472727272728
SGK2,0.635136,6.21e-05,0.010751953278688525
RND3,0.788702,6.42e-05,0.011025175609756098
IRF8,0.7101163,6.68e-05,0.01137916451612903
SLC25A33,0.8195703000000001,6.278153397082328e-07,0.0002104975146136032
PANK1,0.6789973,7.41e-05,0.012422335714285714
KLF15,-0.6745703,8.06e-05,0.013405620472440944
SLC19A3,0.809662,8.23e-05,0.013581428906249998
nan,0.030700676837782336,1.3866931857650052e-06,0.000390548268838856
TSKU,0.8277013,8.83e-05,0.014458611627906978
GRHL1,0.9067593,9.43e-05,0.015322299230769231
MIR107,0.7680633,9.59e-05,0.015458195454545454
ADAMTS15,0.6411,9.66e-05,0.015458195454545454
ZNF608,-0.6474077,0.000102,0.016078701492537314
LINC00467,-0.635279,0.000102,0.016078701492537314
ACSL3,0.644272,0.000109,0.017054866666666668
TNFRSF1B,0.788732,0.000116,0.018016676470588234
POR,0.7706563,0.000121,0.018656080291970804
IRAK2,0.632177,0.000136,0.020816869565217392
SLC25A20,0.8432123,0.000141,0.02142692805755396
MIR27B,-0.6520407,0.000154,0.023070510638297872
C9orf3,-0.18930725,0.011320784206792521,0.37717496025248964
KDR,-0.7489,0.000194,0.028406793103448274
NPY6R,-0.7393783,0.000195,0.028406793103448274
ARRDC3,-0.755921,0.000195,0.028406793103448274
SESN3,-0.5738553,0.000212,0.030257270270270267
MLYCD,0.6082833,0.000226,0.032038912751677855
PTPRR,-0.5844047,0.000239,0.03365598
ITGA2,0.5770943,0.000246,0.034412304635761594
ARHGAP29,0.5514677,0.00025,0.03474177631578947
TMEM135,0.2862878,0.002005934812682476,0.14878546337705018
CHKA,0.5833043,0.000258,0.03561917647058823
SLC25A30,0.5599013,0.000264,0.03621085714285714
PIK3R1,-0.572355,0.000266,0.0362497935483871
SLC30A10,0.6547507,0.000276,0.037371461538461534
LOC339803,-0.5371497,0.000303,0.04076604458598726
ZDHHC18,0.6065963,1.854875819383115e-06,0.0005155334464845992
PPM1B,-0.5192527,0.000348,0.04652407594936709
KANSL1L,-0.561385,0.000353,0.04689571698113208
ZNF667-AS1,0.9660293,0.000384,0.0506952
LRRTM3,-0.6249443,0.000409,0.05345944444444444
CYP7A1,-0.6921383,0.00041,0.05345944444444444
CDH10,-0.5087083,0.000417,0.05383789024390244
USP53,-0.5461913,0.000418,0.05383789024390244
ARRDC2,-0.6265977,0.00045,0.05738839156626506
YPEL2,-0.633517,0.000451,0.05738839156626506
SH3BGRL2,0.5330867,0.000458,0.05783188610292687
RASD2,0.848361,0.000492,0.06113244705882353
TDO2,0.7834807,0.000509,0.0628748947368421
LPCAT3,0.511757,0.000523,0.06385739306358383
PPM1K,-0.6514526333333334,2.7616599194491627e-07,0.00010234130259390293
DLC1,0.519411,0.000577,0.07004581034482758
TYRP1,-0.4797137,0.000586,0.07073187428571429
VEGFA,0.497492,0.000616,0.0738745493761556
TGFA,0.5897017,0.000633,0.0738745493761556
LINC00260,0.8455517,0.000634,0.0738745493761556
EYA1,-0.5590683,0.000646,0.0738745493761556
LEFTY2,0.575077,0.000666,0.07533402595051457
STK17B,0.4654683,0.000684,0.07615397368421052
GJB5,0.6117707,0.000685,0.07615397368421052
TSPEAR-AS2,0.6098433,0.000706,0.07807768586387435
ERBB3,-0.5910053,0.000748,0.08186530569948186
KLF9,-0.539337,0.000758,0.08253213402061856
PPAT,0.5000363,0.000817,0.08849995384615385
LOC151174,0.5121853,0.00083,0.0894494387755102
SLC17A1,0.504258,0.00086,0.09160376381909549
RUNX1T1,-0.5573433,0.000863,0.09160376381909549
KCNQ3,0.5784123,0.00087,0.09188505
HTR1A,0.508357,0.000882,0.09268898507462686
EDN1,-0.4676697,0.000899,0.09400780693069306
ATP2B4,0.6210207,0.000917,0.09494995588235293
HMGCS2,0.5088747,0.000932,0.09603237073170731
LYAR,0.5833597,0.000984,0.10089821359223303
LPL,0.5136063,0.000992,0.10122713043478261
ZNF385B,-0.4910927,0.001,0.10155288461538461
RANBP3L,-0.6643967,0.00102,0.10308832535885168
EREG,0.5847527,0.00104,0.10460914285714286
NET1,-0.4828367,0.00106,0.10611554502369668
IL6,0.4885017,0.00108,0.10710253521126761
CREB5,0.4588567,0.00111,0.10956322429906544
ZBBX,-0.4539207,0.00112,0.1100360930232558
MIR21,0.5842797,0.00117,0.11388898617511521
CTH,-0.4686133,0.0012,0.11574246575342464
CSRNP3,-0.644501,0.0012,0.11574246575342464
PLCH1,-0.5737737,0.00122,0.11713663636363636
FLRT2,-0.5388583,0.00125,0.11893804466432913
SGCZ,-0.5230817,0.00126,0.11893804466432913
C5orf56,0.441321,0.00128,0.1191076651982379
IL18R1,0.5743713,2.4498110528179838e-05,0.004881826308365497
TMEM232,-0.521001,0.00134,0.12414394736842106
C1QTNF9B,0.4692037,0.00135,0.12452423580786026
PPARGC1B,0.4928627,0.00145,0.13123225531914892
CXorf38,0.4958503,0.00146,0.13123225531914892
SNORA62,0.8251353,0.00146,0.13123225531914892
PPRC1,0.4821447,0.00147,0.13157122881355932
NOD1,0.500909,0.00152,0.13162634331023076
DDX21,0.4184837,0.00153,0.13162634331023076
STK10,0.5786777,0.00157,0.13162634331023076
ARNTL,-0.4162113,0.00159,0.1317081176470588
STARD5,-0.4947497,0.0016,0.13201875
MB21D2,-0.505555,0.00162,0.13314887159533073
PPP1R16B,0.436975,0.00164,0.13375181467181466
THRB,0.5398737,0.00164,0.13375181467181466
KLF4,0.542974,0.00165,0.13404980769230768
IFIT2,0.6057073,0.00167,0.1351548275862069
DISP2,0.4427847,0.00168,0.13544519083969467
G0S2,0.6037337,0.00173,0.13649880866425992
LINC00319,0.4283193,0.00174,0.13649880866425992
OSER1,-0.7207147,0.00175,0.13649880866425992
STK32A,0.5538553,0.00176,0.13649880866425992
USP54,-0.601852,0.00176,0.13649880866425992
CYP4A22,0.492306,0.00177,0.13649880866425992
EGR1,-0.499973,0.00179,0.13649880866425992
LOC101929829,0.6382193,0.00179,0.13649880866425992
CYP2D6,0.6382193,0.00179,0.13649880866425992
ADCY10P1,-0.682661,0.00182,0.13828726618705037
NTF3,0.5509047,0.00184,0.13930580645161292
SLC14A1,-0.480791,0.00185,0.1395626785714286
PKP2,-0.4797227,0.00186,0.13981772241992885
FAM46A,-0.463788,0.00196,0.1468123404255319
CNTNAP3B,0.6165676,1.321363189412322e-08,6.490966197664297e-06
CNTNAP3P2,0.6165676,1.321363189412322e-08,6.490966197664297e-06
CNTNAP3,0.6165676,1.321363189412322e-08,6.490966197664297e-06
IGKC,0.23349008,1.0507997158232709e-07,4.385530419810956e-05
RUNX1,0.401408,0.00201,0.14878546337705018
CCNG2,-0.408691,0.00202,0.14878546337705018
ARL4A,0.466741,0.00205,0.14931775862068966
SEC16B,0.4469657,0.00208,0.1509822680412371
FAM180A,-0.4405517,0.00211,0.15263537671232877
MYOM1,-0.4123427,0.00212,0.15283535836177473
LHX8,-0.4040133,0.00214,0.15375244897959184
IRF6,-0.4700613,0.00216,0.15466332203389832
FAM50B,0.506861,0.00221,0.15659852448936715
NDST4,-0.4808147,0.00221,0.15659852448936715
MEIS1,-0.455022,0.00221,0.15659852448936715
BMT2,-0.4365607,0.00223,0.1570143
C11orf65,-0.424573,0.00225,0.15789617940199335
SPATA21,0.4020703,0.00226,0.15807278145695364
ABHD6,0.4463817,6.734258708519766e-05,0.011379819736005041
OR52W1,0.4949417,0.00229,0.15964247524752476
NFE2L3,0.4486257,0.00232,0.16120184210526314
DDIT4,-0.6236527,0.00236,0.16290941176470589
DDR2,0.3372408,0.009010561467052957,0.3466850452979228
MPP5,-0.458461,0.00239,0.16444289902280132
FAM72A,-0.360788675,4.743708750989491e-05,0.008420282348500086
FAM72D,-0.360788675,4.743708750989491e-05,0.008420282348500086
FAM72B,-0.360788675,4.743708750989491e-05,0.008420282348500086
F3,0.4523347,0.00241,0.16528061688311688
GBP2,-0.30923235,0.0023487907316299714,0.1626672348335078
PLPP3,0.389095,0.00245,0.16748009708737863
RNF219,0.458071,0.00249,0.1696653870967742
POLB,-0.4350783,0.00254,0.17251581993569132
ARID5B,-0.4293587,0.00256,0.17276319488817893
TCAF1,-0.20591265,0.01609408749394888,0.4480636363636364
DNM3OS,0.26328435,0.016885208685408392,0.45359310225216626
MIR214,0.5397217,0.00256,0.17276319488817893
KANK1,0.4695797,0.00266,0.17894006369426751
SPARC,-0.4127863,0.00269,0.17981287974683544
DAGLA,0.6123567,0.00269,0.17981287974683544
CYP4F22,-0.4014123,0.00274,0.18209482758620688
LOC100133106,0.449469,0.00275,0.18209482758620688
VNN1,0.7065707,0.00275,0.18209482758620688
PDIK1L,-0.441053,0.00278,0.18350606249999998
LRMP,-0.4818543,0.00281,0.18384833333333334
ADH6,-0.4575353,0.00281,0.18384833333333334
HES1,-0.42565,0.00282,0.18384833333333334
TTTY6B,0.4482563,1.5940430706723127e-07,6.353013543737973e-05
TTTY6,0.4482563,1.5940430706723127e-07,6.353013543737973e-05
TNFSF10,-0.4759247,0.00289,0.1878322153846154
C1orf109,0.4345507,0.0029,0.18790398773006134
SP4,-0.4455717,0.00293,0.189267247706422
BOC,-0.4092833,0.00297,0.19126618902439024
CYR61,-0.403149,0.00298,0.19132686930091186
RND1,-0.625678,0.003,0.1920272727272727
SCARNA8,0.5073597,0.00306,0.19308681021542212
MGC72080,0.12719263846153847,0.23799018604572741,0.8651306143520908
LOC100131826,0.725493,0.00313,0.19618691394658752
BAAT,-0.439823,0.00318,0.1981449557522124
PLCE1,0.500073,0.00318,0.1981449557522124
ELL2,-0.3614695,0.00142289205975832,0.12955064214773707
SLC37A2,0.3880343,0.00324,0.20128976470588233
RAMP3,0.4007997,0.00326,0.201938357771261
C8orf37,-0.412065,0.00327,0.20196552631578946
TFF1,0.4101863,0.00333,0.2044951304347826
MRGPRG,0.4180643,0.00334,0.2044951304347826
C19orf57,0.4375047,0.00334,0.2044951304347826
GADD45G,0.496044,0.00338,0.20576715517241376
KRT23,0.5209087,0.00339,0.20576715517241376
CELA2A,0.494398,0.00339,0.20576715517241376
AFAP1-AS1,0.3885347,0.00342,0.20699329512893982
AZIN1,0.3804413,0.00343,0.2070054
PHF21A,-0.4563793,0.00347,0.20822957386363639
RSPRY1,-0.3927557,0.00347,0.20822957386363639
BAG5,0.388725,0.00348,0.20823807365439093
IRF2,-0.4041453,0.0035,0.2082573451254944
DHRS9,0.452374,0.00351,0.2082573451254944
BBS10,-0.4065417,0.00352,0.2082573451254944
HAUS6,0.5405213,0.0013657170859831206,0.12542626959661501
CLCNKA,0.4485017,0.00357,0.20946975
C6orf141,0.425207,0.00357,0.20946975
RPS6KA5,-0.3969217,0.00358,0.20947462603878114
SDPR,-0.4143093,0.00362,0.21122999999999997
SNORD74,0.397778,0.00364,0.21160154057842703
INSC,0.3642933,0.00365,0.21160154057842703
PDE5A,-0.4916623,0.00369,0.21160154057842703
MGC70870,0.4431017,0.00369,0.21160154057842703
CREBRF,-0.4607743,0.00369,0.21160154057842703
SSR4P1,-0.474692,0.00371,0.21170695979300802
OR6P1,0.4603027,0.00376,0.21350129032258064
ZFYVE27,0.3961743,0.00379,0.21400934210526318
LIPE,0.444424,0.00382,0.21400934210526318
NR6A1,0.3865343,0.00383,0.21400934210526318
FGD4,-0.4396373,0.00384,0.21400934210526318
LRRK2,-0.5297567,0.00384,0.21400934210526318
ZSCAN26,-0.3742627,0.00385,0.21400934210526318
CEP57,-0.4993827,0.00385,0.21400934210526318
DOLPP1,-0.3703167,0.00387,0.21455645669291337
LCP1,-0.3776813,0.00392,0.21675958115183247
MEGF9,0.4388823,0.00399,0.21948117187499996
CALCR,-0.4836013,0.00399,0.21948117187499996
ABHD10,-0.4013687,0.00402,0.21996302325581396
C9orf57,0.4602317,0.00402,0.21996302325581396
ERI1,0.43575,0.00403,0.21996302325581396
ISCA1,0.46506934999999994,0.000745849276620626,0.08186530569948186
ETFDH,0.439776,0.00406,0.22102932989690724
PTGS2,-0.4698117,0.00409,0.2215206923076923
PDE6B,0.4060077,0.00409,0.2215206923076923
DAAM1,-0.4076407,0.00411,0.22203460358056265
ATF7IP,-0.3676293,0.00414,0.22240337531486143
ADAMTS6,-0.4378793,0.00415,0.22240337531486143
PIGA,-0.3730653,0.00415,0.22240337531486143
MBD4,0.362021,0.00416,0.22240337531486143
RASSF9,-0.5295513,0.00418,0.22240337531486143
ESF1,0.4445773,0.00418,0.22240337531486143
PPP1R10,-0.4115643,1.1490938159080724e-05,0.002502299863239816
ETV1,-0.4153457,0.00424,0.2250289447236181
LCN8,0.31198735,0.02387838713769619,0.5161960122699387
RHOB,0.394219,0.00427,0.22597922693266836
TMEM144,-0.3553887,0.00428,0.22597922693266836
PRKD1,-0.479235,0.00429,0.22597922693266836
WEE1,-0.37672586666666663,0.0001482147141424566,0.022362424334507934
FMO5,-0.466958,0.00432,0.2263925495049505
SLC22A5,0.4677947,0.00433,0.2263925495049505
CD3EAP,0.420651,0.00433,0.2263925495049505
WDR5B,-0.383569,0.00436,0.22739822222222222
STC2,-0.409394,0.00439,0.2283147794117647
GOLGA2P9,0.424554,0.0044,0.2283147794117647
BIRC3,-0.4159633,0.00441,0.2283147794117647
ABCB4,0.4146557,0.00446,0.230338826405868
HCP5,-0.4130767,0.00451,0.232353
ZCCHC13,0.385563,0.00456,0.2343573722627737
NPBWR1,0.4309417,0.00459,0.23532662621359227
RNF152,-0.4221967,0.00464,0.23674086956521737
TMEM191B,0.29116065,0.01563013918687411,0.44435454918484774
TMEM191C,0.29116065,0.01563013918687411,0.44435454918484774
TMEM191A,0.2565205333333333,0.023384001472570054,0.5138027027027027
SLC1A7,0.3662513,0.00464,0.23674086956521737
SEPT5-GP1BB,0.20098026,0.019019179611050797,0.4757656839622641
FILIP1L,-0.3819057,0.00469,0.23871534939759037
TMEM116,-0.4208777,0.00477,0.2422036298076923
FRMD3,0.381064,0.00479,0.24263589928057552
ARSI,0.5639057,0.00493,0.24877087677725115
NUDT4P1,-0.3720913,0.00497,0.24877087677725115
NUDT4P2,-0.3720913,0.00497,0.24877087677725115
NUDT4,-0.3720913,0.00497,0.24877087677725115
CEP76,-0.398671,0.00497,0.24877087677725115
KIF7,0.4446057,0.00506,0.24932856164383563
MIOS,-0.3804213,0.00511,0.24932856164383563
ZNF44,0.4122783,0.00511,0.24932856164383563
SLC35C1,0.4110137,0.00511,0.24932856164383563
OR1A2,0.3595563,0.00515,0.24932856164383563
APOBEC3G,-0.6635627,0.00517,0.24932856164383563
TRMT1L,-0.4301363,0.00517,0.24932856164383563
LINC01089,0.5517927,0.00517,0.24932856164383563
CPT2,0.408321,0.00521,0.25068526195899776
NFYB,-0.4144393,0.00523,0.25098530612244896
LYZL1,0.6185233,0.00524,0.25098530612244896
ZEB2,0.19007649999999998,0.03063700356338145,0.5572650753768844
VCPKMT,0.3765317,0.00526,0.25128264108352144
DHX57,-0.3528897,0.00527,0.25128264108352144
HNF1A-AS1,-0.6322513,0.0053,0.2521439189189189
METTL8,-0.3689343,0.00539,0.25527571748878924
TAC1,-0.4241727,0.00545,0.25676180000000004
TMED5,0.3907247,0.00546,0.25676180000000004
NHSL1,-0.4286717,0.00547,0.25676180000000004
GCNT4,0.3850253,0.00549,0.2570276548672566
NEUROG1,0.444748,0.0055,0.2570276548672566
ZP3,-0.1754078,0.022997061375922667,0.5087214659685864
DHRS13,-0.5117553,0.00558,0.2600107843137255
LOC102724507,0.41258875,8.404529326962895e-06,0.0019296616627547526
LOC100509620,0.41258875,8.404529326962895e-06,0.0019296616627547526
AQP7P1,0.41258875,8.404529326962895e-06,0.0019296616627547526
AQP7,0.34808059999999996,2.2110904314149534e-05,0.004448082207883625
IRAK1BP1,-0.4011877,0.00562,0.2600107843137255
CTGF,-0.4371547,0.00562,0.2600107843137255
LRRC31,0.7790353,0.00563,0.2600107843137255
GABPB2,-0.4558977,0.00564,0.2600107843137255
OR2Z1,0.4903087,0.00564,0.2600107843137255
C5orf30,0.378535,0.00565,0.2600107843137255
SOWAHB,0.4182197,0.00567,0.26036393478260866
SNORD12C,0.3788473,0.00571,0.2616319522776573
ZNF618,-0.4020882,0.00048409793890900394,0.060506513393934265
OR2B6,0.3699707,0.00573,0.2619800649350649
SYBU,-0.347175,0.0058,0.26449273706896553
ALPP,-0.51976,0.00581,0.26449273706896553
LOC100287290,0.4240543,0.00584,0.26528670967741935
FBXO16,-0.404661,0.00586,0.26539153846153846
MAP1B,-0.471129,0.00587,0.26539153846153846
UNC5C,-0.4039127,0.00588,0.26539153846153846
EPHA4,-0.3627443,0.0059,0.2656104893617022
DKK1,-0.3488657,0.00591,0.2656104893617022
ABCB1,0.3819983,0.00598,0.2680651906779661
SLC1A3,0.3655403,0.00599,0.2680651906779661
HLA-DOA,0.29294135,0.005358939712358709,0.2543750192003439
MAP3K3,-0.3502577,0.00618,0.27598338266384775
ZNF587,-0.1707264666666667,0.07736132900098555,0.7208642857142856
SLC1A1,0.3589127,0.00628,0.2792682947368421
PKD1P6-NPIPP1,0.3019765538461538,7.645923656692225e-07,0.00022431228527820818
NPIPA8,0.3019765538461538,7.645923656692225e-07,0.00022431228527820818
NPIPA7,0.3019765538461538,7.645923656692225e-07,0.00022431228527820818
NPIPB9,0.39288897272727275,3.6323764618257785e-07,0.00012578145574286214
NPIPA5,0.3019765538461538,7.645923656692225e-07,0.00022431228527820818
NPIPB5,0.33096773333333346,1.1620705856730457e-13,8.182138993723914e-10
NPIPB6,0.36130124666666663,2.095077670224776e-08,9.8342945840351e-06
NPIPA2,0.3019765538461538,7.645923656692225e-07,0.00022431228527820818
NPIPA3,0.3019765538461538,7.645923656692225e-07,0.00022431228527820818
NPIPB4,0.3218942391304347,2.8575969634393716e-12,1.0060170109788306e-08
PKD1P1,0.3019765538461538,7.645923656692225e-07,0.00022431228527820818
PDXDC2P,0.31371635294117656,1.7315432750131257e-07,6.773220110759677e-05
NPIPB3,0.33096773333333346,1.1620705856730457e-13,8.182138993723914e-10
NPIPA1,0.3019765538461538,7.645923656692225e-07,0.00022431228527820818
DPH7,0.3397,0.00045996103135405547,0.05783188610292687
NIPAL1,0.4085443,0.00648,0.28695396226415093
RNF103,-0.3736453,0.00664,0.29342410041841005
MS4A1,-0.3313763,0.00667,0.29413446764091855
HS6ST1,0.27588715,0.015175933085371596,0.4403313661570113
IPP,-0.362921,0.00675,0.2970421875
ZNF276,0.3627337,0.00678,0.297742079002079
ZNF257,-0.6012323,0.00689,0.30194495850622405
FAM218A,0.3598103,0.00693,0.3030691304347826
HCST,0.3944107,0.00697,0.30399698969072164
MORN1,0.23773,0.0328748349588615,0.5673034285714286
DBT,-0.394747,0.00698,0.30399698969072164
FHDC1,0.3534253,0.007,0.30424074074074076
MIR105-2,0.412729,0.0012669142878050587,0.11893804466432913
MIR105-1,0.412729,0.0012669142878050587,0.11893804466432913
THNSL1,-0.4673887,0.00702,0.3044834907597536
LOC107984066,0.337361925,7.624730480750956e-06,0.0018096312578078926
LOC100996643,0.337361925,7.624730480750956e-06,0.0018096312578078926
LOC100133920,0.337361925,7.624730480750956e-06,0.0018096312578078926
LOC286297,0.337361925,7.624730480750956e-06,0.0018096312578078926
MTHFD1L,0.31067100000000003,5.717043528123403e-06,0.0014376322671970315
ITGA5,-0.4429893,0.0071,0.30549085192697767
CALCB,0.393702,0.0071,0.30549085192697767
BBS12,-0.4258823,0.00713,0.30549085192697767
CASP7,0.4009747,0.00713,0.30549085192697767
T,0.3907263,0.00713,0.30549085192697767
FAXDC2,-0.4886157,0.00717,0.3065828137651822
EPHX2,-0.4109223,0.00725,0.3073206012024048
EYA4,-0.504614,0.00726,0.3073206012024048
FTH1P18,0.20543635000000002,0.03375438523808182,0.5726858468947811
GNG3,-0.3883407,0.00726,0.3073206012024048
PRKAB2,-0.389378,0.00726,0.3073206012024048
PTCH1,-0.3706873,0.00726,0.3073206012024048
APBB1,0.3619777,0.00729,0.30797334
ATXN7L1,-0.19627226666666667,0.02156780592428065,0.49755376226826614
ZKSCAN3,-0.3635263,0.00732,0.3080086852589642
SPRY2,-0.4029753,0.00732,0.3080086852589642
PLA2G3,0.3377053,0.00735,0.30865616302186877
KLRC3,-0.4537273,0.00765,0.3187198224852071
DPY19L2P4,0.3536073,0.00765,0.3187198224852071
ADH1C,-0.4878773,0.00768,0.31933984251968506
LOC646743,0.4781583,0.0006333690227773014,0.0738745493761556
TISP43,0.4781583,0.0006333690227773014,0.0738745493761556
LRRC75A,0.3955093,0.00777,0.3224473673870334
IL1RAP,0.3250497,0.00782,0.32366553816046967
PLCL1,-0.4005393,0.00783,0.32366553816046967
MT1DP,0.340408,0.00785,0.32385849609374995
PHLPP1,0.12378184999999998,0.018445918248446293,0.4696820913461538
TAS2R60,0.3588707,0.00791,0.3254750194552529
RPIA,0.334783,0.00792,0.3254750194552529
DHRS4-AS1,-0.358638,0.00804,0.3280373410404624
SLC7A1,0.4065227,0.00804,0.3280373410404624
KBTBD3,-0.391329,0.00805,0.3280373410404624
PDGFA,-0.3669793,0.00806,0.3280373410404624
C15orf59,0.3290597,0.00806,0.3280373410404624
RASSF2,-0.5066393,0.00809,0.3286251346153846
TFAP2A-AS1,-0.4761187,0.00816,0.32974454198473285
WDR43,0.34202,0.00818,0.32974454198473285
GRB7,-0.3398917,0.00818,0.32974454198473285
MUC20,0.3444687,0.00821,0.3303234857142857
C4orf19,0.3920253,0.00824,0.33090022813688214
CARD14,0.402007,0.00828,0.3312470454545454
SEMA7A,0.344019,0.00844,0.3370096786389414
BRINP3,-0.390829,0.00848,0.337968
FAM198B,-0.3638377,0.00855,0.34011610169491524
TCAF2P1,-0.30009985,0.003696490483048789,0.21160154057842703
TCAF2,-0.30009985,0.003696490483048789,0.21160154057842703
PHYHIPL,-0.3449783,0.00861,0.34049014925373133
ZNF26,0.333472,0.00862,0.34049014925373133
PI4KB,0.3313043,0.00862,0.34049014925373133
CLVS1,0.3373307,0.00863,0.34049014925373133
TADA2A,-0.35699,0.00864,0.34049014925373133
LOC151760,-0.475102,0.0087,0.3422162011173184
C1orf127,0.3322323,0.00873,0.34227083333333336
RASGEF1B,-0.389425,0.00874,0.34227083333333336
BTG1,-0.4229237,0.00875,0.34227083333333336
KCNJ16,-0.3289277,0.00881,0.3437816697247706
SESN1,-0.3298137,0.00885,0.3437816697247706
SFTPC,0.415125,0.00886,0.3437816697247706
SNORD30,0.4148773,0.00887,0.3437816697247706
SERPINB13,-0.3508407,0.00887,0.3437816697247706
GRAMD1B,-0.3834503,0.00893,0.3454732417582418
FAM13A,-0.3588857,0.00896,0.34600014625228515
BRWD1-IT2,0.4388523,0.00901,0.3466850452979228
TPST1,-0.3555867,0.00903,0.3468012545454545
CARS,0.313923,0.00905,0.3469385662431942
USP36,0.34732,0.00907,0.3470753804347826
RGS2,-0.5068127,0.00909,0.3472116998191682
LOC102724428,0.3453527,0.00914,0.34786345945945946
SIK1,0.3453527,0.00914,0.34786345945945946
KRTAP12-1,-0.4632577,0.00923,0.349738175634647
NSUN6,0.375277,0.00935,0.3515550263620386
GRM3,0.366584,0.00941,0.3515550263620386
SNORD75,0.3811377,0.00943,0.3515550263620386
CLEC17A,0.3321953,0.00944,0.3515550263620386
TRAP1,0.15722399999999997,0.037263645541388765,0.5862261160714286
GPR149,-0.401911,0.00946,0.3515550263620386
SNORA9,0.483079,0.00947,0.3515550263620386
SNHG15,0.483079,0.00947,0.3515550263620386
NBR1,-0.3945113,0.00954,0.35328309982486866
SH2B3,0.3571107,0.00955,0.35328309982486866
ZNF470,0.3169107,0.00957,0.35340403846153845
OASL,0.4029363,0.00959,0.353524554973822
TMEM229A,0.4188573,0.00963,0.35438064459930313
MTMR4,-0.3727987,0.00984,0.36085125
PCDHB11,-0.375579,0.00989,0.361900103626943
ZNF442,0.3979973,0.00992,0.361900103626943
PRND,0.365957,0.01,0.3629381443298969
TCF4,-0.3585107,0.01,0.3629381443298969
GLI2,0.3426043,0.01,0.3629381443298969
HDLBP,-0.225304,0.0218243064170211,0.49783458363578476
MS4A15,0.3641583,0.0101,0.36430166508555495
PRRG4,-0.4370437,0.0101,0.36430166508555495
PCDHB4,-0.3511427,0.0101,0.36430166508555495
CLEC2B,-0.3432063,0.0102,0.36430166508555495
SNORD63,0.3259727,0.0102,0.36430166508555495
C5orf66,0.333965,0.0102,0.36430166508555495
CACNB2,-0.3962567,0.0102,0.36430166508555495
ADH1B,-0.4445527,0.0102,0.36430166508555495
GAS6-AS1,-0.460744,0.0010769432234033428,0.10710253521126761
MEIS2,-0.368894,0.0103,0.36627424242424245
LRRC27,0.3283353,0.0103,0.36627424242424245
PELI2,-0.3061137,0.0104,0.3682628289473684
OR6N2,0.3255887,0.0105,0.3682628289473684
GPM6A,-0.2998527,0.0105,0.3682628289473684
ACSL5,0.3168807,0.0105,0.3682628289473684
ARHGEF28,-0.336293,0.0105,0.3682628289473684
MAP7D2,-0.3494507,0.0105,0.3682628289473684
TTC30A,-0.3805703,0.0105,0.3682628289473684
TNS2,-0.3692623,0.0106,0.3682628289473684
MAP2K6,-0.315203,0.0106,0.3682628289473684
GOLPH3L,-0.321562,0.0106,0.3682628289473684
ADAL,-0.4017507,0.0106,0.3682628289473684
